loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500033,APP-200036,CUST-101498,Auto,Auto Standard,2024-06-29,2024-06-29,9646.49,0.0881,45,True,Vehicle,2,R4,LOAN_SERVICING
LN-500717,APP-200767,CUST-105901,Personal,Personal Standard,2024-06-29,2024-07-01,27689.8,0.1492,34,False,None,4,R4,LOAN_SERVICING
LN-501172,APP-201255,CUST-103952,Auto,Auto Standard,2024-06-29,2024-07-01,36098.36,0.0471,50,True,Vehicle,21,R5,LOAN_SERVICING
LN-502998,APP-203244,CUST-103920,HELOC,HELOC Standard,2024-06-29,2024-06-30,131549.4,0.0707,155,True,Real Estate,4,R2,LOAN_SERVICING
LN-503135,APP-203398,CUST-106948,Credit Card,Credit Card Standard,2024-06-29,2024-06-29,17537.81,0.1947,0,False,None,3,R3,LOAN_SERVICING
LN-503343,APP-203625,CUST-106837,Auto,Auto Standard,2024-06-29,2024-06-29,47286.97,0.0927,38,True,Vehicle,14,R3,LOAN_SERVICING
LN-503569,APP-203870,CUST-106272,Auto,Auto Standard,2024-06-29,2024-06-30,38407.18,0.0573,60,True,Vehicle,13,R2,LOAN_SERVICING
LN-503681,APP-203990,CUST-106078,HELOC,HELOC Standard,2024-06-29,2024-06-30,80274.18,0.0632,81,True,Real Estate,8,R3,LOAN_SERVICING
LN-503944,APP-204275,CUST-102012,HELOC,HELOC Standard,2024-06-29,2024-07-01,80532.92,0.0761,173,True,Real Estate,28,R1,LOAN_SERVICING
LN-504259,APP-204621,CUST-100242,Auto,Auto Standard,2024-06-29,2024-06-30,29341.49,0.1087,46,True,Vehicle,6,R1,LOAN_SERVICING
LN-505341,APP-205801,CUST-106187,Auto,Auto Standard,2024-06-29,2024-06-29,30317.16,0.0851,51,True,Vehicle,6,R1,LOAN_SERVICING
LN-505655,APP-206146,CUST-106287,Credit Card,Credit Card Standard,2024-06-29,2024-06-29,5883.63,0.2213,0,False,None,5,R1,LOAN_SERVICING
LN-505921,APP-206433,CUST-105868,Auto,Auto Standard,2024-06-29,2024-07-01,46522.25,0.0793,44,True,Vehicle,4,R1,LOAN_SERVICING
LN-507069,APP-207673,CUST-107832,Credit Card,Credit Card Standard,2024-06-29,2024-06-30,12151.65,0.2212,0,False,None,1,R3,LOAN_SERVICING
LN-507183,APP-207797,CUST-101559,Personal,Personal Standard,2024-06-29,2024-06-30,11562.46,0.0884,15,False,None,18,R4,LOAN_SERVICING
LN-507294,APP-207917,CUST-103084,Auto,Auto Standard,2024-06-29,2024-06-29,20339.24,0.1077,43,True,Vehicle,18,R4,LOAN_SERVICING
LN-507704,APP-208362,CUST-105686,Auto,Auto Standard,2024-06-29,2024-06-29,52208.99,0.0915,36,True,Vehicle,7,R1,LOAN_SERVICING
LN-508017,APP-208694,CUST-100644,Auto,Auto Standard,2024-06-29,2024-06-29,25288.29,0.092,40,True,Vehicle,4,R5,LOAN_SERVICING
LN-508158,APP-208848,CUST-105537,Personal,Personal Standard,2024-06-29,2024-07-01,6348.75,0.1243,49,False,None,8,R3,LOAN_SERVICING
