application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200473,CUST-101587,HELOC,119402.84,R2,2024-07-18,Approved,2024-07-19,RISK_ENGINE
APP-201051,CUST-101037,HELOC,84631.28,R1,2024-07-18,Approved,2024-07-19,RISK_ENGINE
APP-201265,CUST-101419,HELOC,22902.8,R3,2024-07-18,Approved,2024-07-19,RISK_ENGINE
APP-203076,CUST-107235,Personal,13924.3,R4,2024-07-18,Declined,2024-07-22,RISK_ENGINE
APP-203117,CUST-103375,Personal,7957.16,R1,2024-07-18,Approved,2024-07-21,RISK_ENGINE
APP-203794,CUST-103252,Credit Card,12025.4,R2,2024-07-18,Approved,2024-07-22,RISK_ENGINE
APP-204315,CUST-102631,Auto,28539.12,R2,2024-07-18,Declined,2024-07-22,RISK_ENGINE
APP-205737,CUST-103708,Personal,9462.95,R2,2024-07-18,Approved,2024-07-19,RISK_ENGINE
APP-207070,CUST-100054,Auto,34867.57,R2,2024-07-18,Approved,2024-07-19,RISK_ENGINE
APP-207706,CUST-101422,Personal,6825.1,R3,2024-07-18,Approved,2024-07-19,RISK_ENGINE
APP-209218,CUST-103249,Auto,49744.32,R1,2024-07-18,Approved,2024-07-22,RISK_ENGINE
APP-209384,CUST-101776,Auto,50774.65,R5,2024-07-18,Approved,2024-07-20,RISK_ENGINE
APP-209801,CUST-102728,Auto,11360.01,R6,2024-07-18,Approved,2024-07-22,RISK_ENGINE
APP-210219,CUST-106108,Auto,48160.26,R2,2024-07-18,Approved,2024-07-21,RISK_ENGINE
APP-210810,CUST-104335,Auto,31408.07,R3,2024-07-18,Declined,2024-07-22,RISK_ENGINE
