application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200851,CUST-106204,Auto,35236.57,R2,2024-06-12,Approved,2024-06-14,RISK_ENGINE
APP-201412,CUST-102613,Personal,26999.0,R1,2024-06-12,Approved,2024-06-16,RISK_ENGINE
APP-201421,CUST-104503,Credit Card,21055.48,R1,2024-06-12,Approved,2024-06-13,RISK_ENGINE
APP-201480,CUST-106329,Auto,27892.2,R4,2024-06-12,Approved,2024-06-14,RISK_ENGINE
APP-202122,CUST-106255,Credit Card,22703.23,R2,2024-06-12,Approved,2024-06-16,RISK_ENGINE
APP-202390,CUST-101469,Credit Card,19539.32,R2,2024-06-12,Approved,2024-06-15,RISK_ENGINE
APP-202670,CUST-103552,Personal,31536.04,R3,2024-06-12,Approved,2024-06-15,RISK_ENGINE
APP-203619,CUST-104647,Auto,17443.7,R2,2024-06-12,Approved,2024-06-14,RISK_ENGINE
APP-203702,CUST-101405,HELOC,45112.44,R7,2024-06-12,Approved,2024-06-16,RISK_ENGINE
APP-203923,CUST-102751,Personal,31707.3,R6,2024-06-12,Approved,2024-06-16,RISK_ENGINE
APP-204013,CUST-105663,Auto,45689.75,R2,2024-06-12,Approved,2024-06-15,RISK_ENGINE
APP-204661,CUST-106330,Credit Card,17068.68,R2,2024-06-12,Approved,2024-06-13,RISK_ENGINE
APP-204837,CUST-100778,Credit Card,3565.57,R3,2024-06-12,Approved,2024-06-16,RISK_ENGINE
APP-205380,CUST-104922,Personal,13813.19,R6,2024-06-12,Approved,2024-06-16,RISK_ENGINE
APP-205780,CUST-103944,HELOC,81563.28,R3,2024-06-12,Approved,2024-06-14,RISK_ENGINE
APP-205835,CUST-102460,Auto,26538.39,R3,2024-06-12,Approved,2024-06-15,RISK_ENGINE
APP-206041,CUST-103330,Personal,25366.25,R2,2024-06-12,Approved,2024-06-16,RISK_ENGINE
APP-206671,CUST-100712,Credit Card,19470.9,R4,2024-06-12,Approved,2024-06-13,RISK_ENGINE
APP-206852,CUST-105743,Personal,5473.73,R1,2024-06-12,Approved,2024-06-15,RISK_ENGINE
APP-206927,CUST-106634,Auto,9445.79,R2,2024-06-12,Approved,2024-06-16,RISK_ENGINE
APP-207773,CUST-104141,Personal,33922.68,R4,2024-06-12,Approved,2024-06-16,RISK_ENGINE
APP-208346,CUST-102339,HELOC,72593.44,R1,2024-06-12,Approved,2024-06-15,RISK_ENGINE
APP-209267,CUST-104886,Auto,42578.18,R3,2024-06-12,Approved,2024-06-13,RISK_ENGINE
