ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700007,LN-500141,CUST-102791,CTC-60000069,COL-1069,2025-05-13,2025-05-26,50.0,Kept,50.0,2025-05-23
PTP-700151,LN-502974,CUST-104211,CTC-60001516,COL-1056,2025-05-13,2025-05-27,50.0,Kept,50.0,2025-05-14
PTP-700363,LN-506946,CUST-106264,CTC-60003520,COL-1089,2025-05-13,2025-05-22,67.68,Kept,67.68,2025-05-22
PTP-700618,LN-502212,CUST-100036,CTC-60005917,COL-1014,2025-05-13,2025-05-18,334.14,Broken,0.0,
PTP-700754,LN-505874,CUST-103422,CTC-60007261,COL-1115,2025-05-13,2025-05-18,134.8,Kept,134.8,2025-05-18
PTP-700972,LN-502195,CUST-105988,CTC-60009471,COL-1051,2025-05-13,2025-05-17,332.77,Kept,332.77,2025-05-15
PTP-700990,LN-502569,CUST-103668,CTC-60009621,COL-1051,2025-05-13,2025-05-20,340.82,Kept,340.82,2025-05-16
PTP-701059,LN-505235,CUST-107898,CTC-60010451,COL-1058,2025-05-13,2025-05-23,515.06,Kept,515.06,2025-05-13
PTP-701185,LN-509563,CUST-104903,CTC-60011658,COL-1109,2025-05-13,2025-05-19,307.27,Kept,307.27,2025-05-19
PTP-701383,LN-503280,CUST-102753,CTC-60013505,COL-1113,2025-05-13,2025-05-15,687.26,Kept,687.26,2025-05-16
PTP-701462,LN-504468,CUST-101523,CTC-60014300,COL-1034,2025-05-13,2025-05-26,776.46,Partial,375.64,2025-05-26
PTP-701511,LN-505151,CUST-107966,CTC-60014735,COL-1036,2025-05-13,2025-05-20,630.49,Kept,630.49,2025-05-15
PTP-701694,LN-508102,CUST-105183,CTC-60016535,COL-1113,2025-05-13,2025-05-27,384.46,Partial,261.56,2025-05-27
PTP-701849,LN-507142,CUST-103211,CTC-60015867,COL-1057,2025-05-13,2025-05-21,786.42,Broken,0.0,
PTP-701851,LN-508102,CUST-105183,CTC-60016535,COL-1113,2025-05-13,2025-05-18,737.35,Partial,163.39,2025-05-18
