loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500625,APP-200669,CUST-100607,Personal,Personal Standard,2024-08-07,2024-08-07,23679.24,0.1609,58,False,None,23,R4,LOAN_SERVICING
LN-501633,APP-201762,CUST-101927,HELOC,HELOC Standard,2024-08-07,2024-08-09,123590.26,0.0729,170,True,Real Estate,21,R5,LOAN_SERVICING
LN-502332,APP-202525,CUST-105468,Auto,Auto Standard,2024-08-07,2024-08-08,20832.31,0.0718,41,True,Vehicle,5,R1,LOAN_SERVICING
LN-502521,APP-202732,CUST-102976,Auto,Auto Standard,2024-08-07,2024-08-08,9873.65,0.0482,37,True,Vehicle,5,R2,LOAN_SERVICING
LN-503101,APP-203361,CUST-103289,Personal,Personal Standard,2024-08-07,2024-08-07,9955.1,0.1962,47,False,None,13,R3,LOAN_SERVICING
LN-504006,APP-204346,CUST-103299,Credit Card,Credit Card Standard,2024-08-07,2024-08-09,12723.17,0.193,0,False,None,6,R6,LOAN_SERVICING
LN-504713,APP-205111,CUST-104132,Personal,Personal Standard,2024-08-07,2024-08-07,31814.93,0.1495,33,False,None,19,R2,LOAN_SERVICING
LN-504736,APP-205134,CUST-100968,Personal,Personal Standard,2024-08-07,2024-08-08,18070.08,0.1866,24,False,None,27,R1,LOAN_SERVICING
LN-504782,APP-205184,CUST-106632,Mortgage,Mortgage Standard,2024-08-07,2024-08-07,528191.23,0.0603,350,True,Real Estate,21,R7,LOAN_SERVICING
LN-506016,APP-206536,CUST-105872,Credit Card,Credit Card Standard,2024-08-07,2024-08-08,6555.01,0.2195,0,False,None,16,R6,LOAN_SERVICING
LN-507563,APP-208215,CUST-102247,Auto,Auto Standard,2024-08-07,2024-08-08,48328.4,0.0745,62,True,Vehicle,2,R4,LOAN_SERVICING
LN-507685,APP-208342,CUST-102386,Auto,Auto Standard,2024-08-07,2024-08-07,17982.47,0.0902,43,True,Vehicle,28,R2,LOAN_SERVICING
LN-508209,APP-208903,CUST-100033,Auto,Auto Standard,2024-08-07,2024-08-08,42551.31,0.1062,40,True,Vehicle,3,R2,LOAN_SERVICING
LN-508416,APP-209130,CUST-100451,HELOC,HELOC Standard,2024-08-07,2024-08-08,56368.29,0.0638,173,True,Real Estate,3,R3,LOAN_SERVICING
LN-508621,APP-209352,CUST-107649,HELOC,HELOC Standard,2024-08-07,2024-08-08,41370.67,0.0676,68,True,Real Estate,26,R4,LOAN_SERVICING
LN-508698,APP-209439,CUST-107688,Auto,Auto Standard,2024-08-07,2024-08-08,22470.87,0.0551,58,True,Vehicle,2,R4,LOAN_SERVICING
LN-509031,APP-209793,CUST-107644,Credit Card,Credit Card Standard,2024-08-07,2024-08-08,3023.3,0.193,0,False,None,14,R1,LOAN_SERVICING
LN-509068,APP-209834,CUST-100831,Mortgage,Mortgage Standard,2024-08-07,2024-08-09,124845.1,0.0564,336,True,Real Estate,12,R4,LOAN_SERVICING
LN-509431,APP-210226,CUST-101925,Auto,Auto Standard,2024-08-07,2024-08-09,17040.78,0.1067,56,True,Vehicle,4,R4,LOAN_SERVICING
LN-509741,APP-210568,CUST-104242,Personal,Personal Standard,2024-08-07,2024-08-07,32141.71,0.083,57,False,None,18,R5,LOAN_SERVICING
LN-509792,APP-210624,CUST-105167,Personal,Personal Standard,2024-08-07,2024-08-07,22684.2,0.1445,19,False,None,14,R6,LOAN_SERVICING
LN-509964,APP-210811,CUST-105717,Credit Card,Credit Card Standard,2024-08-07,2024-08-07,5024.49,0.1533,0,False,None,1,R5,LOAN_SERVICING
