ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700258,LN-504970,CUST-106136,CTC-60002548,COL-1033,2025-05-07,2025-05-21,50.0,Broken,0.0,
PTP-700593,LN-501540,CUST-101719,CTC-60005650,COL-1009,2025-05-07,2025-05-18,301.72,Partial,159.79,2025-05-18
PTP-700642,LN-502920,CUST-102979,CTC-60006186,COL-1115,2025-05-07,2025-05-14,261.08,Kept,261.08,2025-05-14
PTP-700951,LN-501634,CUST-107670,CTC-60009310,COL-1010,2025-05-07,2025-05-15,617.65,Kept,617.65,2025-05-10
PTP-700969,LN-502176,CUST-106518,CTC-60009457,COL-1078,2025-05-07,2025-05-09,302.21,Kept,302.21,2025-05-07
PTP-701005,LN-503280,CUST-102753,CTC-60009815,COL-1091,2025-05-07,2025-05-17,495.13,Kept,495.13,2025-05-17
PTP-701014,LN-503517,CUST-104411,CTC-60009907,COL-1051,2025-05-07,2025-05-16,392.93,Kept,392.93,2025-05-08
PTP-701453,LN-504315,CUST-106687,CTC-60014189,COL-1006,2025-05-07,2025-05-19,593.92,Kept,593.92,2025-05-20
PTP-701673,LN-507899,CUST-102292,CTC-60016352,COL-1084,2025-05-07,2025-05-21,1165.91,Kept,1165.91,2025-05-23
PTP-701740,LN-508726,CUST-102149,CTC-60017009,COL-1057,2025-05-07,2025-05-17,1689.9,Partial,369.88,2025-05-17
