application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200027,CUST-106375,Personal,13742.4,R5,2024-06-13,Approved,2024-06-14,RISK_ENGINE
APP-200561,CUST-101107,Auto,53555.7,R4,2024-06-13,Approved,2024-06-15,RISK_ENGINE
APP-201062,CUST-100047,Auto,21888.99,R5,2024-06-13,Approved,2024-06-15,RISK_ENGINE
APP-201876,CUST-105756,Mortgage,166917.85,R3,2024-06-13,Approved,2024-06-17,RISK_ENGINE
APP-202014,CUST-103481,Personal,19918.73,R6,2024-06-13,Approved,2024-06-16,RISK_ENGINE
APP-203394,CUST-107499,Auto,49713.31,R3,2024-06-13,Approved,2024-06-14,RISK_ENGINE
APP-203537,CUST-105435,Auto,50894.4,R2,2024-06-13,Approved,2024-06-17,RISK_ENGINE
APP-203564,CUST-102344,Credit Card,16873.66,R1,2024-06-13,Approved,2024-06-17,RISK_ENGINE
APP-203811,CUST-104780,Mortgage,145528.46,R1,2024-06-13,Approved,2024-06-17,RISK_ENGINE
APP-205247,CUST-106184,Personal,2983.75,R4,2024-06-13,Approved,2024-06-16,RISK_ENGINE
APP-205799,CUST-104326,Credit Card,21096.8,R2,2024-06-13,Approved,2024-06-16,RISK_ENGINE
APP-205800,CUST-100078,Auto,48569.1,R6,2024-06-13,Approved,2024-06-15,RISK_ENGINE
APP-207176,CUST-107120,Credit Card,21736.46,R3,2024-06-13,Approved,2024-06-14,RISK_ENGINE
APP-207334,CUST-107602,HELOC,32368.73,R4,2024-06-13,Approved,2024-06-17,RISK_ENGINE
APP-207967,CUST-100769,Credit Card,16720.86,R3,2024-06-13,Approved,2024-06-15,RISK_ENGINE
APP-208530,CUST-103858,Credit Card,12868.63,R2,2024-06-13,Approved,2024-06-15,RISK_ENGINE
APP-208676,CUST-106321,Personal,14920.15,R1,2024-06-13,Approved,2024-06-14,RISK_ENGINE
APP-209249,CUST-105857,Auto,44102.78,R5,2024-06-13,Approved,2024-06-17,RISK_ENGINE
APP-209538,CUST-102857,Auto,26016.74,R4,2024-06-13,Approved,2024-06-17,RISK_ENGINE
APP-209862,CUST-103017,Personal,20808.6,R4,2024-06-13,Approved,2024-06-15,RISK_ENGINE
