ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700306,LN-505941,CUST-100431,CTC-60003002,COL-1056,2025-06-20,2025-07-04,126.93,Kept,126.93,2025-07-03
PTP-700313,LN-506103,CUST-101950,CTC-60003072,COL-1085,2025-06-20,2025-06-29,102.86,Partial,63.48,2025-06-29
PTP-700465,LN-508889,CUST-104423,CTC-60004472,COL-1100,2025-06-20,2025-06-26,76.65,Kept,76.65,2025-06-23
PTP-700558,LN-500512,CUST-107982,CTC-60005281,COL-1009,2025-06-20,2025-07-02,201.59,Broken,0.0,
PTP-700773,LN-506505,CUST-100872,CTC-60007430,COL-1068,2025-06-20,2025-07-02,230.01,Kept,230.01,2025-06-21
PTP-701149,LN-508182,CUST-101550,CTC-60011284,COL-1042,2025-06-20,2025-06-27,337.13,Kept,337.13,2025-06-24
PTP-701225,LN-500329,CUST-103032,CTC-60012004,COL-1026,2025-06-20,2025-06-27,471.56,Kept,471.56,2025-06-28
PTP-701282,LN-501503,CUST-103955,CTC-60012562,COL-1003,2025-06-20,2025-06-22,1315.12,Kept,1315.12,2025-06-23
PTP-701527,LN-505356,CUST-104726,CTC-60014887,COL-1012,2025-06-20,2025-06-26,795.4,Kept,795.4,2025-06-27
PTP-701602,LN-506724,CUST-102143,CTC-60015653,COL-1075,2025-06-20,2025-06-22,582.86,Broken,0.0,
PTP-701610,LN-506959,CUST-100577,CTC-60015713,COL-1082,2025-06-20,2025-07-03,365.66,Kept,365.66,2025-06-24
