ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700179,LN-503451,CUST-105878,CTC-60001758,COL-1028,2025-05-17,2025-05-19,50.0,Kept,50.0,2025-05-20
PTP-700189,LN-503621,CUST-102396,CTC-60001840,COL-1079,2025-05-17,2025-05-29,50.0,Broken,0.0,
PTP-700195,LN-503817,CUST-106993,CTC-60001921,COL-1028,2025-05-17,2025-05-19,50.0,Kept,50.0,2025-05-18
PTP-700222,LN-504405,CUST-106014,CTC-60002245,COL-1111,2025-05-17,2025-05-27,105.64,Broken,0.0,
PTP-700758,LN-505927,CUST-102626,CTC-60007296,COL-1030,2025-05-17,2025-05-22,266.5,Kept,266.5,2025-05-22
PTP-700970,LN-502176,CUST-106518,CTC-60009460,COL-1004,2025-05-17,2025-05-20,318.21,Kept,318.21,2025-05-20
PTP-700988,LN-502556,CUST-104888,CTC-60009618,COL-1086,2025-05-17,2025-05-22,726.77,Kept,726.77,2025-05-20
PTP-701090,LN-506084,CUST-107999,CTC-60010697,COL-1029,2025-05-17,2025-05-24,638.12,Kept,638.12,2025-05-24
PTP-701842,LN-506084,CUST-107999,CTC-60010697,COL-1029,2025-05-17,2025-05-23,621.19,Kept,621.19,2025-05-17
PTP-701843,LN-507655,CUST-105060,CTC-60007858,COL-1046,2025-05-17,2025-05-26,261.49,Kept,261.49,2025-05-21
