contact_id,loan_id,customer_id,contact_date,collector_ref_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000117,LN-500217,CUST-105487,2025-06-19,,EMAIL,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60000243,LN-500396,CUST-106964,2025-06-19,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000424,LN-500770,CUST-101928,2025-06-19,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000940,LN-501805,CUST-103427,2025-06-19,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001046,LN-502031,CUST-101449,2025-06-19,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001053,LN-502037,CUST-105102,2025-06-19,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001135,LN-502260,CUST-103736,2025-06-19,,IVR,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60001408,LN-502752,CUST-101155,2025-06-19,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001643,LN-503248,CUST-101833,2025-06-19,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001651,LN-503266,CUST-107056,2025-06-19,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002270,LN-504445,CUST-104135,2025-06-19,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002325,LN-504597,CUST-103582,2025-06-19,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002336,LN-504622,CUST-107705,2025-06-19,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002483,LN-504837,CUST-100067,2025-06-19,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002752,LN-505392,CUST-104116,2025-06-19,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003114,LN-506188,CUST-101158,2025-06-19,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003412,LN-506733,CUST-103497,2025-06-19,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003519,LN-506940,CUST-104147,2025-06-19,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60003591,LN-507085,CUST-102724,2025-06-19,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60003730,LN-507314,CUST-105553,2025-06-19,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003923,LN-507805,CUST-106885,2025-06-19,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004214,LN-508349,CUST-100947,2025-06-19,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004471,LN-508889,CUST-104423,2025-06-19,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004696,LN-509387,CUST-105278,2025-06-19,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004830,LN-509629,CUST-104191,2025-06-19,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005413,LN-500917,CUST-106385,2025-06-19,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005774,LN-501747,CUST-104020,2025-06-19,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005822,LN-501936,CUST-106516,2025-06-19,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006227,LN-503014,CUST-107508,2025-06-19,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006363,LN-503385,CUST-105536,2025-06-19,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006405,LN-503504,CUST-107365,2025-06-19,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
