ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700104,LN-501979,CUST-106647,CTC-60001022,COL-1076,2025-03-10,2025-03-24,188.1,Kept,188.1,2025-03-24
PTP-700228,LN-504509,CUST-100221,CTC-60002295,COL-1088,2025-03-10,2025-03-22,50.0,Broken,0.0,
PTP-700391,LN-507575,CUST-104741,CTC-60003824,COL-1111,2025-03-10,2025-03-22,95.4,Partial,19.73,2025-03-22
PTP-700406,LN-507881,CUST-103117,CTC-60003983,COL-1076,2025-03-10,2025-03-13,132.2,Kept,132.2,2025-03-14
PTP-700599,LN-501673,CUST-106790,CTC-60005733,COL-1024,2025-03-10,2025-03-22,115.74,Broken,0.0,
PTP-700812,LN-507737,CUST-106439,CTC-60007914,COL-1073,2025-03-10,2025-03-24,298.85,Kept,298.85,2025-03-18
PTP-700899,LN-509855,CUST-102614,CTC-60008761,COL-1068,2025-03-10,2025-03-12,427.06,Kept,427.06,2025-03-11
PTP-701180,LN-509317,CUST-107384,CTC-60011601,COL-1012,2025-03-10,2025-03-21,271.29,Broken,0.0,
PTP-701471,LN-504623,CUST-100109,CTC-60014401,COL-1006,2025-03-10,2025-03-24,730.42,Kept,730.42,2025-03-10
PTP-701502,LN-505017,CUST-106099,CTC-60014670,COL-1092,2025-03-10,2025-03-21,951.05,Partial,211.27,2025-03-21
PTP-701541,LN-505750,CUST-102299,CTC-60015002,COL-1092,2025-03-10,2025-03-12,497.42,Partial,202.91,2025-03-12
PTP-701593,LN-506576,CUST-105956,CTC-60015493,COL-1057,2025-03-10,2025-03-15,585.73,Kept,585.73,2025-03-12
PTP-701664,LN-507868,CUST-101659,CTC-60016253,COL-1082,2025-03-10,2025-03-24,554.85,Kept,554.85,2025-03-14
PTP-701668,LN-507889,CUST-107046,CTC-60016270,COL-1034,2025-03-10,2025-03-19,395.69,Broken,0.0,
