ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700289,LN-505698,CUST-100975,CTC-60002862,COL-1062,2025-05-31,2025-06-09,120.84,Kept,120.84,2025-06-08
PTP-700515,LN-509773,CUST-105817,CTC-60004914,COL-1089,2025-05-31,2025-06-03,63.84,Kept,63.84,2025-06-03
PTP-700738,LN-505598,CUST-107822,CTC-60007167,COL-1014,2025-05-31,2025-06-12,147.18,Broken,0.0,
PTP-701085,LN-505913,CUST-101800,CTC-60010657,COL-1010,2025-05-31,2025-06-03,497.86,Broken,0.0,
PTP-701274,LN-501386,CUST-103690,CTC-60012466,COL-1082,2025-05-31,2025-06-06,820.6,Kept,820.6,2025-06-06
PTP-701332,LN-502337,CUST-100879,CTC-60013038,COL-1045,2025-05-31,2025-06-14,1304.19,Partial,606.85,2025-06-14
PTP-701657,LN-507737,CUST-106439,CTC-60016169,COL-1097,2025-05-31,2025-06-09,712.91,Partial,292.15,2025-06-09
PTP-701669,LN-507892,CUST-105725,CTC-60016298,COL-1113,2025-05-31,2025-06-07,948.73,Broken,0.0,
PTP-701716,LN-508391,CUST-102370,CTC-60016820,COL-1097,2025-05-31,2025-06-11,744.77,Kept,744.77,2025-06-08
PTP-701764,LN-509121,CUST-107546,CTC-60017201,COL-1092,2025-05-31,2025-06-13,814.39,Kept,814.39,2025-06-01
