contact_id,loan_id,customer_id,contact_date,collector_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000020,LN-500045,CUST-107311,2025-05-26,COL-1090,OUTBOUND_CALL,Outbound,Right Party Contact,True,649.0,False,CALL_CENTER,False
CTC-60000574,LN-501037,CUST-107481,2025-05-26,COL-1090,OUTBOUND_CALL,Outbound,Right Party Contact,True,197.0,False,CALL_CENTER,False
CTC-60000761,LN-501434,CUST-105775,2025-05-26,COL-1096,OUTBOUND_CALL,Outbound,Right Party Contact,True,464.0,False,CALL_CENTER,False
CTC-60001054,LN-502045,CUST-103792,2025-05-26,COL-1104,OUTBOUND_CALL,Outbound,Right Party Contact,True,79.0,False,CALL_CENTER,False
CTC-60001468,LN-502873,CUST-106503,2025-05-26,COL-1000,OUTBOUND_CALL,Outbound,Right Party Contact,True,591.0,False,CALL_CENTER,False
CTC-60001577,LN-503091,CUST-106533,2025-05-26,COL-1028,OUTBOUND_CALL,Outbound,Busy,False,18.0,False,CALL_CENTER,False
CTC-60001818,LN-503567,CUST-103710,2025-05-26,COL-1000,OUTBOUND_CALL,Outbound,No Answer,False,8.0,False,CALL_CENTER,False
CTC-60002348,LN-504648,CUST-106056,2025-05-26,COL-1114,OUTBOUND_CALL,Outbound,Right Party Contact,True,291.0,False,CALL_CENTER,False
CTC-60002954,LN-505859,CUST-101038,2025-05-26,COL-1073,OUTBOUND_CALL,Outbound,Wrong Party,False,26.0,False,CALL_CENTER,False
CTC-60004125,LN-508180,CUST-105605,2025-05-26,COL-1100,OUTBOUND_CALL,Outbound,Voicemail,False,10.0,False,CALL_CENTER,False
CTC-60005663,LN-501582,CUST-102813,2025-05-26,COL-1103,OUTBOUND_CALL,Outbound,Right Party Contact,True,398.0,False,CALL_CENTER,False
CTC-60006486,LN-503762,CUST-105978,2025-05-26,COL-1009,OUTBOUND_CALL,Outbound,Right Party Contact,True,500.0,False,CALL_CENTER,False
CTC-60006915,LN-504841,CUST-103691,2025-05-26,COL-1046,OUTBOUND_CALL,Outbound,No Answer,False,32.0,False,CALL_CENTER,False
CTC-60007418,LN-506463,CUST-103863,2025-05-26,COL-1014,OUTBOUND_CALL,Outbound,Right Party Contact,True,177.0,False,CALL_CENTER,False
CTC-60007421,LN-506493,CUST-102433,2025-05-26,COL-1014,OUTBOUND_CALL,Outbound,Right Party Contact,True,146.0,False,CALL_CENTER,False
CTC-60007505,LN-506685,CUST-103408,2025-05-26,COL-1118,OUTBOUND_CALL,Outbound,No Answer,False,31.0,False,CALL_CENTER,False
CTC-60008294,LN-508707,CUST-107819,2025-05-26,COL-1068,OUTBOUND_CALL,Outbound,Voicemail,False,44.0,False,CALL_CENTER,False
CTC-60008318,LN-508747,CUST-103460,2025-05-26,COL-1008,OUTBOUND_CALL,Outbound,Right Party Contact,True,264.0,False,CALL_CENTER,False
CTC-60008628,LN-509583,CUST-106598,2025-05-26,COL-1102,OUTBOUND_CALL,Outbound,No Answer,False,43.0,False,CALL_CENTER,False
CTC-60008759,LN-509847,CUST-107598,2025-05-26,COL-1018,OUTBOUND_CALL,Outbound,Right Party Contact,True,570.0,False,CALL_CENTER,False
CTC-60009782,LN-503227,,2025-05-26,COL-1091,OUTBOUND_CALL,Outbound,Right Party Contact,True,246.0,False,CALL_CENTER,True
CTC-60010456,LN-505235,CUST-107898,2025-05-26,COL-1077,OUTBOUND_CALL,Outbound,Right Party Contact,True,363.0,False,CALL_CENTER,False
CTC-60010912,LN-506983,CUST-102069,2025-05-26,COL-1095,OUTBOUND_CALL,Outbound,Right Party Contact,True,299.0,False,CALL_CENTER,False
