ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700830,LN-508182,CUST-101550,CTC-60008092,COL-1068,2025-04-23,2025-05-03,278.15,Partial,59.44,2025-05-03
PTP-700907,LN-500019,CUST-105349,CTC-60008884,COL-1018,2025-04-23,2025-05-03,361.91,Kept,361.91,2025-04-29
PTP-700929,LN-500746,CUST-105510,CTC-60009070,COL-1104,2025-04-23,2025-04-26,461.05,Kept,461.05,2025-04-24
PTP-701093,LN-506212,CUST-106237,CTC-60010712,COL-1036,2025-04-23,2025-04-28,397.44,Kept,397.44,2025-04-27
PTP-701109,LN-506653,CUST-104926,CTC-60010841,COL-1086,2025-04-23,2025-04-25,559.61,Broken,0.0,
PTP-701136,LN-507892,CUST-105725,CTC-60011160,COL-1033,2025-04-23,2025-04-30,280.39,Kept,280.39,2025-04-25
PTP-701254,LN-500957,CUST-107969,CTC-60012269,COL-1109,2025-04-23,2025-04-28,741.02,Kept,741.02,2025-04-30
PTP-701430,LN-503884,CUST-107259,CTC-60013983,COL-1003,2025-04-23,2025-05-03,749.54,Kept,749.54,2025-05-05
PTP-701496,LN-504917,CUST-104167,CTC-60014593,COL-1082,2025-04-23,2025-04-28,836.34,Partial,226.43,2025-04-28
PTP-701724,LN-508394,CUST-106153,CTC-60016854,COL-1057,2025-04-23,2025-05-04,855.25,Kept,855.25,2025-04-28
PTP-701818,LN-509968,CUST-104052,CTC-60017729,COL-1022,2025-04-23,2025-05-01,703.3,Partial,462.21,2025-05-01
