application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200815,CUST-106834,Personal,32846.5,R4,2024-09-05,Approved,2024-09-09,RISK_ENGINE
APP-201056,CUST-103941,Auto,35003.65,R2,2024-09-05,Approved,2024-09-07,RISK_ENGINE
APP-201077,CUST-103490,HELOC,86455.02,R3,2024-09-05,Approved,2024-09-08,RISK_ENGINE
APP-201932,CUST-104509,HELOC,91105.45,R2,2024-09-05,Approved,2024-09-08,RISK_ENGINE
APP-202379,CUST-104700,Personal,11314.97,R5,2024-09-05,Approved,2024-09-06,RISK_ENGINE
APP-202870,CUST-104102,Auto,22787.72,R3,2024-09-05,Approved,2024-09-06,RISK_ENGINE
APP-203529,CUST-105342,Credit Card,23986.26,R4,2024-09-05,Approved,2024-09-07,RISK_ENGINE
APP-203617,CUST-107301,Auto,45008.01,R5,2024-09-05,Approved,2024-09-06,RISK_ENGINE
APP-203717,CUST-102931,Auto,51993.55,R1,2024-09-05,Declined,2024-09-07,RISK_ENGINE
APP-203890,CUST-104333,Auto,22048.95,R1,2024-09-05,Approved,2024-09-07,RISK_ENGINE
APP-204423,CUST-102195,Auto,17395.49,R5,2024-09-05,Approved,2024-09-06,RISK_ENGINE
APP-204663,CUST-100754,Personal,15458.91,R4,2024-09-05,Approved,2024-09-06,RISK_ENGINE
APP-205592,CUST-103662,Mortgage,469261.03,R7,2024-09-05,Approved,2024-09-07,RISK_ENGINE
APP-206636,CUST-104361,Credit Card,4091.38,R5,2024-09-05,Approved,2024-09-08,RISK_ENGINE
APP-206687,CUST-102900,Auto,35126.01,R3,2024-09-05,Approved,2024-09-07,RISK_ENGINE
APP-206698,CUST-103300,Auto,38010.86,R1,2024-09-05,Approved,2024-09-07,RISK_ENGINE
APP-207079,CUST-104029,Auto,17734.55,R2,2024-09-05,Approved,2024-09-08,RISK_ENGINE
APP-207235,CUST-105856,Personal,18121.7,R3,2024-09-05,Approved,2024-09-09,RISK_ENGINE
APP-207353,CUST-105216,Credit Card,19519.38,R3,2024-09-05,Approved,2024-09-09,RISK_ENGINE
APP-207585,CUST-100808,Personal,26361.68,R3,2024-09-05,Declined,2024-09-08,RISK_ENGINE
APP-208158,CUST-106746,Auto,14397.36,R6,2024-09-05,Approved,2024-09-07,RISK_ENGINE
APP-208365,CUST-100188,Credit Card,9903.6,R5,2024-09-05,Declined,2024-09-07,RISK_ENGINE
APP-209559,CUST-107810,Personal,30368.19,R4,2024-09-05,Approved,2024-09-07,RISK_ENGINE
APP-210705,CUST-101067,Mortgage,434801.21,R5,2024-09-05,Approved,2024-09-07,RISK_ENGINE
APP-210824,CUST-102074,Personal,34613.97,R5,2024-09-05,Approved,2024-09-08,RISK_ENGINE
