application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200080,CUST-102249,Personal,2262.49,R5,2024-05-07,Approved,2024-05-10,RISK_ENGINE
APP-201404,CUST-106632,Auto,32713.69,R6,2024-05-07,Approved,2024-05-09,RISK_ENGINE
APP-201621,CUST-106911,Personal,8970.2,R2,2024-05-07,Approved,2024-05-09,RISK_ENGINE
APP-202033,CUST-101913,Auto,18709.56,R2,2024-05-07,Approved,2024-05-10,RISK_ENGINE
APP-202352,CUST-107679,Personal,27077.99,R3,2024-05-07,Approved,2024-05-11,RISK_ENGINE
APP-202487,CUST-105569,HELOC,136179.2,R2,2024-05-07,Approved,2024-05-10,RISK_ENGINE
APP-202562,CUST-101795,Auto,44051.97,R4,2024-05-07,Declined,2024-05-10,RISK_ENGINE
APP-202681,CUST-102379,Personal,14392.79,R1,2024-05-07,Approved,2024-05-10,RISK_ENGINE
APP-203248,CUST-104928,Personal,15693.44,R2,2024-05-07,Approved,2024-05-10,RISK_ENGINE
APP-203433,CUST-107013,Auto,31047.39,R3,2024-05-07,Declined,2024-05-11,RISK_ENGINE
APP-203610,CUST-105852,Credit Card,7351.54,R3,2024-05-07,Approved,2024-05-09,RISK_ENGINE
APP-205413,CUST-105441,Personal,8730.06,R2,2024-05-07,Approved,2024-05-10,RISK_ENGINE
APP-205664,CUST-104849,Auto,20679.34,R3,2024-05-07,Approved,2024-05-08,RISK_ENGINE
APP-205767,CUST-102740,HELOC,114407.85,R3,2024-05-07,Approved,2024-05-08,RISK_ENGINE
APP-206946,CUST-107106,Personal,11391.92,R2,2024-05-07,Approved,2024-05-09,RISK_ENGINE
APP-207592,CUST-106537,Credit Card,20136.0,R5,2024-05-07,Approved,2024-05-08,RISK_ENGINE
APP-208431,CUST-107800,HELOC,59211.89,R3,2024-05-07,Approved,2024-05-08,RISK_ENGINE
APP-208874,CUST-101550,Personal,24622.66,R5,2024-05-07,Approved,2024-05-09,RISK_ENGINE
APP-209145,CUST-102330,Auto,11832.62,R5,2024-05-07,Declined,2024-05-08,RISK_ENGINE
APP-209315,CUST-105496,Auto,34401.15,R4,2024-05-07,Approved,2024-05-09,RISK_ENGINE
APP-209825,CUST-100021,Credit Card,12011.65,R4,2024-05-07,Declined,2024-05-10,RISK_ENGINE
APP-209845,CUST-102032,Auto,30835.13,R3,2024-05-07,Declined,2024-05-10,RISK_ENGINE
APP-209880,CUST-104232,Auto,14302.57,R3,2024-05-07,Approved,2024-05-11,RISK_ENGINE
