customer_id,file_date,source_updated_at,fico_score,risk_band_code,is_late_arrival,source_system
CUST-103961,2025-05-03,2025-05-10,721,R3,True,CREDIT_BUREAU
CUST-102530,2025-05-03,2025-05-10,633,R5,True,CREDIT_BUREAU
CUST-100206,2025-05-03,2025-05-10,675,R4,True,CREDIT_BUREAU
CUST-107608,2025-05-03,2025-05-10,423,R7,True,CREDIT_BUREAU
CUST-106354,2025-05-03,2025-05-10,615,R6,True,CREDIT_BUREAU
CUST-105657,2025-05-03,2025-05-10,693,R4,True,CREDIT_BUREAU
CUST-100677,2025-05-03,2025-05-10,599,R6,True,CREDIT_BUREAU
CUST-101039,2025-05-03,2025-05-10,680,R4,True,CREDIT_BUREAU
CUST-107273,2025-05-03,2025-05-10,748,R2,True,CREDIT_BUREAU
CUST-106529,2025-05-03,2025-05-10,453,R7,True,CREDIT_BUREAU
CUST-103879,2025-05-03,2025-05-10,693,R4,True,CREDIT_BUREAU
CUST-100932,2025-05-03,2025-05-10,674,R4,True,CREDIT_BUREAU
CUST-103278,2025-05-03,2025-05-10,769,R2,True,CREDIT_BUREAU
CUST-103297,2025-05-03,2025-05-10,708,R3,True,CREDIT_BUREAU
CUST-105746,2025-05-03,2025-05-10,679,R4,True,CREDIT_BUREAU
CUST-101829,2025-05-03,2025-05-10,571,R7,True,CREDIT_BUREAU
CUST-103063,2025-05-03,2025-05-10,577,R7,True,CREDIT_BUREAU
CUST-104327,2025-05-03,2025-05-10,462,R7,True,CREDIT_BUREAU
CUST-107836,2025-05-03,2025-05-10,709,R3,True,CREDIT_BUREAU
CUST-106968,2025-05-03,2025-05-10,827,R1,True,CREDIT_BUREAU
CUST-106133,2025-05-03,2025-05-10,717,R3,True,CREDIT_BUREAU
CUST-103438,2025-05-03,2025-05-10,806,R1,True,CREDIT_BUREAU
CUST-100321,2025-05-03,2025-05-10,704,R3,True,CREDIT_BUREAU
CUST-101333,2025-05-03,2025-05-10,648,R5,True,CREDIT_BUREAU
CUST-105619,2025-05-03,2025-05-10,768,R2,True,CREDIT_BUREAU
CUST-102236,2025-05-03,2025-05-10,630,R5,True,CREDIT_BUREAU
CUST-106997,2025-05-03,2025-05-10,714,R3,True,CREDIT_BUREAU
CUST-100805,2025-05-03,2025-05-10,725,R3,True,CREDIT_BUREAU
CUST-104277,2025-05-03,2025-05-10,723,R3,True,CREDIT_BUREAU
CUST-105839,2025-05-03,2025-05-10,806,R1,True,CREDIT_BUREAU
CUST-105463,2025-05-03,2025-05-10,783,R1,True,CREDIT_BUREAU
CUST-107534,2025-05-03,2025-05-10,612,R6,True,CREDIT_BUREAU
CUST-101015,2025-05-03,2025-05-10,825,R1,True,CREDIT_BUREAU
CUST-104207,2025-05-03,2025-05-10,628,R5,True,CREDIT_BUREAU
CUST-105012,2025-05-03,2025-05-10,657,R5,True,CREDIT_BUREAU
CUST-102973,2025-05-03,2025-05-10,755,R2,True,CREDIT_BUREAU
CUST-100379,2025-05-03,2025-05-10,644,R5,True,CREDIT_BUREAU
CUST-104802,2025-05-03,2025-05-10,755,R2,True,CREDIT_BUREAU
CUST-102036,2025-05-03,2025-05-10,674,R4,True,CREDIT_BUREAU
CUST-104141,2025-05-03,2025-05-10,678,R4,True,CREDIT_BUREAU
CUST-102301,2025-05-03,2025-05-10,745,R2,True,CREDIT_BUREAU
CUST-104048,2025-05-03,2025-05-10,765,R2,True,CREDIT_BUREAU
CUST-103550,2025-05-03,2025-05-10,681,R4,True,CREDIT_BUREAU
CUST-106140,2025-05-03,2025-05-10,753,R2,True,CREDIT_BUREAU
CUST-104311,2025-05-03,2025-05-10,797,R1,True,CREDIT_BUREAU
CUST-100075,2025-05-03,2025-05-10,698,R4,True,CREDIT_BUREAU
CUST-102362,2025-05-03,2025-05-10,687,R4,True,CREDIT_BUREAU
CUST-101991,2025-05-03,2025-05-10,816,R1,True,CREDIT_BUREAU
