contact_id,loan_id,customer_id,contact_date,collector_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000071,LN-500145,CUST-105191,2025-04-23,COL-1111,OUTBOUND_CALL,Outbound,Wrong Party,False,29.0,False,CALL_CENTER,False
CTC-60001462,LN-502866,CUST-104224,2025-04-23,COL-1100,OUTBOUND_CALL,Outbound,Wrong Party,False,19.0,False,CALL_CENTER,False
CTC-60002872,LN-505706,CUST-103305,2025-04-23,COL-1025,OUTBOUND_CALL,Outbound,Right Party Contact,True,196.0,False,CALL_CENTER,False
CTC-60003061,LN-506068,CUST-102536,2025-04-23,COL-1020,OUTBOUND_CALL,Outbound,Voicemail,False,37.0,False,CALL_CENTER,False
CTC-60003222,LN-506417,CUST-107467,2025-04-23,COL-1070,OUTBOUND_CALL,Outbound,Wrong Party,False,13.0,False,CALL_CENTER,False
CTC-60003969,LN-507870,CUST-100228,2025-04-23,COL-1020,OUTBOUND_CALL,Outbound,Voicemail,False,9.0,False,CALL_CENTER,False
CTC-60004056,LN-508054,CUST-102618,2025-04-23,COL-1004,OUTBOUND_CALL,Outbound,Right Party Contact,True,411.0,False,CALL_CENTER,False
CTC-60005046,LN-509984,CUST-105820,2025-04-23,COL-1079,OUTBOUND_CALL,Outbound,Right Party Contact,True,552.0,False,CALL_CENTER,False
CTC-60005224,LN-500339,CUST-103578,2025-04-23,COL-1089,OUTBOUND_CALL,Outbound,No Answer,False,42.0,False,CALL_CENTER,False
CTC-60005603,LN-501423,CUST-101281,2025-04-23,COL-1065,OUTBOUND_CALL,Outbound,Right Party Contact,True,273.0,False,CALL_CENTER,False
CTC-60005996,LN-502396,CUST-105786,2025-04-23,COL-1073,OUTBOUND_CALL,Outbound,Right Party Contact,True,403.0,False,CALL_CENTER,False
CTC-60007086,LN-505391,CUST-102513,2025-04-23,COL-1007,OUTBOUND_CALL,Outbound,Right Party Contact,True,370.0,False,CALL_CENTER,False
CTC-60008092,LN-508182,CUST-101550,2025-04-23,COL-1068,OUTBOUND_CALL,Outbound,Right Party Contact,True,393.0,False,CALL_CENTER,False
CTC-60008884,LN-500019,CUST-105349,2025-04-23,COL-1018,OUTBOUND_CALL,Outbound,Right Party Contact,True,425.0,False,CALL_CENTER,False
CTC-60009070,LN-500746,CUST-105510,2025-04-23,COL-1104,OUTBOUND_CALL,Outbound,Right Party Contact,True,364.0,False,CALL_CENTER,False
CTC-60009171,LN-501173,CUST-101580,2025-04-23,COL-1117,OUTBOUND_CALL,Outbound,Wrong Party,False,19.0,False,CALL_CENTER,False
CTC-60009641,LN-502594,CUST-107539,2025-04-23,COL-1086,OUTBOUND_CALL,Outbound,No Answer,False,15.0,False,CALL_CENTER,False
CTC-60010712,LN-506212,CUST-106237,2025-04-23,COL-1036,OUTBOUND_CALL,Outbound,Right Party Contact,True,284.0,False,CALL_CENTER,False
CTC-60010841,LN-506653,CUST-104926,2025-04-23,COL-1086,OUTBOUND_CALL,Outbound,Right Party Contact,True,671.0,False,CALL_CENTER,False
CTC-60010984,LN-507285,CUST-101958,2025-04-23,COL-1077,OUTBOUND_CALL,Outbound,No Answer,False,28.0,False,CALL_CENTER,False
CTC-60011160,LN-507892,CUST-105725,2025-04-23,COL-1033,OUTBOUND_CALL,Outbound,Right Party Contact,True,394.0,False,CALL_CENTER,False
CTC-60011351,LN-508391,CUST-102370,2025-04-23,COL-1110,OUTBOUND_CALL,Outbound,Right Party Contact,True,380.0,False,CALL_CENTER,False
CTC-60011452,LN-508734,CUST-107193,2025-04-23,COL-1012,OUTBOUND_CALL,Outbound,Voicemail,False,43.0,False,CALL_CENTER,False
CTC-60012269,LN-500957,CUST-107969,2025-04-23,COL-1109,OUTBOUND_CALL,Outbound,Right Party Contact,True,238.0,False,CALL_CENTER,False
CTC-60013532,LN-503285,CUST-102554,2025-04-23,COL-1108,OUTBOUND_CALL,Outbound,Right Party Contact,True,167.0,False,CALL_CENTER,False
CTC-60013734,LN-503502,CUST-107063,2025-04-23,COL-1108,OUTBOUND_CALL,Outbound,Wrong Party,False,44.0,False,CALL_CENTER,False
CTC-60013983,LN-503884,CUST-107259,2025-04-23,COL-1003,OUTBOUND_CALL,Outbound,Right Party Contact,True,67.0,False,CALL_CENTER,False
CTC-60014294,LN-504468,CUST-101523,2025-04-23,COL-1039,OUTBOUND_CALL,Outbound,Right Party Contact,True,94.0,False,CALL_CENTER,False
CTC-60014593,LN-504917,CUST-104167,2025-04-23,COL-1082,OUTBOUND_CALL,Outbound,Right Party Contact,True,201.0,False,CALL_CENTER,False
CTC-60014934,LN-505500,CUST-100110,2025-04-23,COL-1039,OUTBOUND_CALL,Outbound,Right Party Contact,True,502.0,False,CALL_CENTER,False
CTC-60015295,LN-506243,CUST-100103,2025-04-23,COL-1006,OUTBOUND_CALL,Outbound,Voicemail,False,10.0,False,CALL_CENTER,False
CTC-60015440,LN-506508,CUST-105863,2025-04-23,COL-1083,OUTBOUND_CALL,Outbound,No Answer,False,32.0,False,CALL_CENTER,False
CTC-60016286,LN-507889,CUST-107046,2025-04-23,COL-1083,OUTBOUND_CALL,Outbound,Right Party Contact,True,357.0,False,CALL_CENTER,False
CTC-60016570,LN-508108,CUST-100114,2025-04-23,COL-1109,OUTBOUND_CALL,Outbound,Wrong Party,False,27.0,False,CALL_CENTER,False
CTC-60016854,LN-508394,CUST-106153,2025-04-23,COL-1057,OUTBOUND_CALL,Outbound,Right Party Contact,True,491.0,False,CALL_CENTER,False
CTC-60017382,LN-509389,CUST-100421,2025-04-23,COL-1083,OUTBOUND_CALL,Outbound,Busy,False,13.0,False,CALL_CENTER,False
CTC-60017729,LN-509968,CUST-104052,2025-04-23,COL-1022,OUTBOUND_CALL,Outbound,Right Party Contact,True,72.0,False,CALL_CENTER,False
