contact_id,loan_id,customer_id,contact_date,collector_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000060,LN-500124,CUST-106486,2025-02-21,COL-1078,OUTBOUND_CALL,Outbound,Right Party Contact,True,513.0,False,CALL_CENTER,False
CTC-60000238,LN-500392,CUST-105201,2025-02-21,COL-1067,OUTBOUND_CALL,Outbound,Right Party Contact,True,260.0,False,CALL_CENTER,False
CTC-60000341,LN-500611,CUST-103236,2025-02-21,COL-1019,OUTBOUND_CALL,Outbound,No Answer,False,32.0,False,CALL_CENTER,False
CTC-60003345,LN-506650,CUST-101099,2025-02-21,COL-1067,OUTBOUND_CALL,Outbound,Voicemail,False,16.0,False,CALL_CENTER,False
CTC-60003711,LN-507297,CUST-106976,2025-02-21,COL-1004,OUTBOUND_CALL,Outbound,Right Party Contact,True,516.0,False,CALL_CENTER,False
CTC-60004187,LN-508291,CUST-107258,2025-02-21,COL-1019,OUTBOUND_CALL,Outbound,Right Party Contact,True,434.0,False,CALL_CENTER,False
CTC-60004458,LN-508876,CUST-106653,2025-02-21,COL-1015,OUTBOUND_CALL,Outbound,Right Party Contact,True,338.0,False,CALL_CENTER,False
CTC-60005346,LN-500728,CUST-105654,2025-02-21,COL-1028,OUTBOUND_CALL,Outbound,No Answer,False,9.0,False,CALL_CENTER,False
CTC-60005670,LN-501590,CUST-101716,2025-02-21,COL-1072,OUTBOUND_CALL,Outbound,Voicemail,False,42.0,False,CALL_CENTER,False
CTC-60006209,LN-502949,CUST-106543,2025-02-21,COL-1007,OUTBOUND_CALL,Outbound,No Answer,False,29.0,False,CALL_CENTER,False
CTC-60007355,LN-506187,CUST-103559,2025-02-21,COL-1050,OUTBOUND_CALL,Outbound,Right Party Contact,True,277.0,False,CALL_CENTER,False
CTC-60008846,LN-509995,CUST-101532,2025-02-21,COL-1065,OUTBOUND_CALL,Outbound,Wrong Party,False,30.0,False,CALL_CENTER,False
CTC-60008948,LN-500317,CUST-102210,2025-02-21,COL-1119,OUTBOUND_CALL,Outbound,Right Party Contact,True,398.0,False,CALL_CENTER,False
CTC-60009324,LN-501670,CUST-104537,2025-02-21,COL-1032,OUTBOUND_CALL,Outbound,Right Party Contact,True,52.0,False,CALL_CENTER,False
CTC-60009754,LN-503117,CUST-102869,2025-02-21,COL-1049,OUTBOUND_CALL,Outbound,Right Party Contact,True,546.0,False,CALL_CENTER,False
CTC-60010862,LN-506765,CUST-101563,2025-02-21,COL-1098,OUTBOUND_CALL,Outbound,Right Party Contact,True,566.0,False,CALL_CENTER,False
CTC-60010937,LN-507104,CUST-100290,2025-02-21,COL-1119,OUTBOUND_CALL,Outbound,No Answer,False,6.0,False,CALL_CENTER,False
CTC-60011508,LN-508993,CUST-104811,2025-02-21,COL-1085,OUTBOUND_CALL,Outbound,Right Party Contact,True,405.0,False,CALL_CENTER,False
CTC-60011952,LN-500213,CUST-107711,2025-02-21,COL-1113,OUTBOUND_CALL,Outbound,Right Party Contact,True,46.0,False,CALL_CENTER,False
CTC-60012201,LN-500764,CUST-103651,2025-02-21,COL-1084,OUTBOUND_CALL,Outbound,Right Party Contact,True,259.0,False,CALL_CENTER,False
CTC-60014531,LN-504835,CUST-101556,2025-02-21,COL-1108,OUTBOUND_CALL,Outbound,Right Party Contact,True,254.0,False,CALL_CENTER,False
CTC-60014663,LN-505017,CUST-106099,2025-02-21,COL-1006,OUTBOUND_CALL,Outbound,Busy,False,18.0,False,CALL_CENTER,False
CTC-60015491,LN-506576,CUST-105956,2025-02-21,COL-1083,OUTBOUND_CALL,Outbound,No Answer,False,27.0,False,CALL_CENTER,False
CTC-60016251,LN-507868,CUST-101659,2025-02-21,COL-1083,OUTBOUND_CALL,Outbound,Wrong Party,False,34.0,False,CALL_CENTER,False
CTC-60017631,LN-509759,CUST-102993,2025-02-21,COL-1108,OUTBOUND_CALL,Outbound,No Answer,False,29.0,False,CALL_CENTER,False
