application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-201529,CUST-105040,Personal,11482.33,R5,2024-08-11,Approved,2024-08-14,RISK_ENGINE
APP-202612,CUST-102077,Auto,19926.81,R5,2024-08-11,Declined,2024-08-12,RISK_ENGINE
APP-202873,CUST-106881,Credit Card,5410.67,R4,2024-08-11,Declined,2024-08-13,RISK_ENGINE
APP-203294,CUST-104087,Auto,28400.76,R4,2024-08-11,Approved,2024-08-12,RISK_ENGINE
APP-203458,CUST-100246,Personal,34276.19,R2,2024-08-11,Declined,2024-08-13,RISK_ENGINE
APP-203471,CUST-101285,Personal,27480.07,R3,2024-08-11,Approved,2024-08-14,RISK_ENGINE
APP-205067,CUST-107157,Auto,29538.61,R6,2024-08-11,Approved,2024-08-14,RISK_ENGINE
APP-206501,CUST-101704,Auto,29925.08,R4,2024-08-11,Approved,2024-08-15,RISK_ENGINE
APP-208181,CUST-104119,Credit Card,2845.4,R5,2024-08-11,Approved,2024-08-12,RISK_ENGINE
APP-208418,CUST-102686,Auto,11770.24,R1,2024-08-11,Approved,2024-08-12,RISK_ENGINE
APP-208760,CUST-104744,Auto,10592.53,R7,2024-08-11,Approved,2024-08-13,RISK_ENGINE
APP-209607,CUST-104054,Auto,31101.5,R3,2024-08-11,Approved,2024-08-12,RISK_ENGINE
APP-209657,CUST-104607,Auto,39459.92,R3,2024-08-11,Approved,2024-08-14,RISK_ENGINE
APP-210054,CUST-106880,Auto,14848.01,R3,2024-08-11,Approved,2024-08-14,RISK_ENGINE
APP-210442,CUST-102286,Personal,7968.79,R6,2024-08-11,Approved,2024-08-14,RISK_ENGINE
APP-210490,CUST-107785,Credit Card,12757.17,R4,2024-08-11,Approved,2024-08-13,RISK_ENGINE
