payment_id,loan_id,customer_id,payment_date,payment_amount,scheduled_amount,payment_type,payment_method,payment_status,is_reversal_flag,nsf_flag,original_payment_id,effective_date,ingestion_date,is_late_arrival,is_corrupt_record
PMT-9012168,LN-505059,CUST-106054,2025-02-22,156.11,156.11,Scheduled,ACH,Posted,False,False,,2025-02-22,2025-03-03,True,False
PMT-9012221,LN-500266,CUST-103606,2025-02-22,721.31,721.31,Scheduled,Check,Posted,False,False,,2025-02-22,2025-03-03,True,False
PMT-9012275,LN-508325,CUST-105594,2025-02-23,1353.1,1353.1,Scheduled,Debit Card,Posted,False,False,,2025-02-23,2025-03-03,True,False
PMT-9012300,LN-500103,CUST-103489,2025-02-23,289.72,289.72,Scheduled,ACH,Posted,False,False,,2025-02-23,2025-03-03,True,False
PMT-9012443,LN-503985,CUST-104456,2025-02-23,672.95,672.95,Scheduled,Check,Posted,False,False,,2025-02-23,2025-03-03,True,False
PMT-9012497,LN-504683,CUST-104136,2025-02-24,992.31,992.31,Scheduled,Debit Card,Posted,False,False,,2025-02-24,2025-03-03,True,False
PMT-9012503,LN-509928,CUST-106497,2025-02-24,1165.53,1165.53,Scheduled,Debit Card,Posted,False,False,,2025-02-24,2025-03-03,True,False
PMT-9012574,LN-509441,CUST-104354,2025-02-24,600.89,600.89,Scheduled,ACH,Posted,False,False,,2025-02-24,2025-03-03,True,False
PMT-9013204,LN-500482,CUST-105289,2025-02-26,50.71,0.0,Extra,ACH,Posted,False,False,,2025-02-26,2025-03-03,True,False
PMT-9013239,LN-502661,CUST-103031,2025-02-27,608.49,608.49,Scheduled,ACH,Posted,False,False,,2025-02-27,2025-03-03,True,False
PMT-9013366,LN-502614,CUST-105230,2025-02-27,1668.11,1668.11,Scheduled,ACH,Posted,False,False,,2025-02-27,2025-03-03,True,False
PMT-9013636,LN-507262,CUST-105901,2025-02-28,629.63,629.63,Scheduled,ACH,Posted,False,False,,2025-02-28,2025-03-03,True,False
PMT-9014010,LN-508720,CUST-103733,2025-03-01,1340.72,1340.72,Scheduled,Check,Posted,False,False,,2025-03-01,2025-03-03,True,False
PMT-9014017,LN-504928,CUST-101997,2025-03-01,323.77,323.77,Scheduled,ACH,Posted,False,False,,2025-03-01,2025-03-03,True,False
PMT-9014370,LN-509905,CUST-100598,2025-03-03,1796.01,1796.01,Scheduled,Check,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014372,LN-508574,CUST-100640,2025-03-03,147.9,147.9,Scheduled,Debit Card,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014373,LN-507429,CUST-105453,2025-03-03,1252.85,1252.85,Scheduled,ACH,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014374,LN-509302,CUST-100575,2025-03-03,774.76,774.76,Scheduled,ACH,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014375,LN-501304,CUST-103636,2025-03-03,176.54,0.0,Extra,Check,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014376,LN-503587,CUST-104333,2025-03-03,570.11,570.11,Scheduled,ACH,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014377,LN-505872,CUST-106606,2025-03-03,240.77,240.77,Scheduled,Debit Card,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014378,LN-506343,CUST-103301,2025-03-03,258.43,0.0,Extra,Check,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014379,LN-503701,CUST-102300,2025-03-03,667.29,667.29,Scheduled,ACH,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014380,LN-504972,CUST-102260,2025-03-03,778.12,778.12,Scheduled,Check,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014381,LN-506417,CUST-107467,2025-03-03,325.93,325.93,Scheduled,ACH,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014382,LN-503592,CUST-102404,2025-03-03,633.95,633.95,Scheduled,Check,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014383,LN-503703,CUST-105663,2025-03-03,373.11,373.11,Scheduled,ACH,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014384,LN-506411,CUST-107783,2025-03-03,474.26,474.26,Scheduled,ACH,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014385,LN-503135,CUST-106948,2025-03-03,730.74,730.74,Scheduled,ACH,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014386,LN-506767,CUST-105216,2025-03-03,984.3,984.3,Scheduled,Check,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014387,LN-503631,CUST-100219,2025-03-03,987.59,987.59,Scheduled,Debit Card,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014388,LN-506361,CUST-103759,2025-03-03,718.93,718.93,Scheduled,Check,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014389,LN-509335,CUST-101446,2025-03-03,250.81,0.0,Extra,Debit Card,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014390,LN-503785,CUST-103796,2025-03-03,962.1,962.1,Scheduled,ACH,Posted,False,False,,2025-03-03,2025-03-03,False,False
PMT-9014391,LN-501937,CUST-106451,2025-03-03,247.47,247.47,Scheduled,ACH,Posted,False,False,,2025-03-03,2025-03-03,False,False
