payment_id,loan_id,customer_id,payment_date,payment_amount,scheduled_amount,payment_type,payment_method,payment_status,is_reversal_flag,nsf_flag,original_payment_id,effective_date,ingestion_date,is_late_arrival,is_corrupt_record
PMT-9002766,LN-500788,CUST-106860,2025-01-12,371.88,371.88,Scheduled,Check,Posted,False,False,,2025-01-12,2025-01-18,True,False
PMT-9003039,LN-506649,CUST-107556,2025-01-13,302.94,0.0,Extra,ACH,Posted,False,False,,2025-01-13,2025-01-18,True,False
PMT-9003151,LN-509120,CUST-102122,2025-01-13,560.65,560.65,Scheduled,ACH,Posted,False,False,,2025-01-13,2025-01-18,True,False
PMT-9003225,LN-508326,CUST-105776,2025-01-14,537.82,537.82,Scheduled,ACH,Posted,False,False,,2025-01-14,2025-01-18,True,False
PMT-9003227,LN-505833,CUST-105347,2025-01-14,580.8,580.8,Scheduled,Check,Posted,False,False,,2025-01-14,2025-01-18,True,False
PMT-9003229,LN-503064,CUST-107206,2025-01-14,1157.23,1157.23,Scheduled,ACH,Posted,False,False,,2025-01-14,2025-01-18,True,False
PMT-9004071,LN-509512,CUST-103906,2025-01-18,531.24,531.24,Scheduled,ACH,Posted,False,False,,2025-01-18,2025-01-18,False,False
PMT-9004072,LN-506172,CUST-100813,2025-01-18,328.9,0.0,Extra,Check,Posted,False,False,,2025-01-18,2025-01-18,False,False
PMT-9004073,LN-505192,CUST-105304,2025-01-18,1950.3,975.15,Scheduled,ACH,Posted,False,False,,2025-01-18,2025-01-18,False,False
PMT-9004074,LN-507059,CUST-100930,2025-01-18,756.54,756.54,Scheduled,ACH,Posted,False,False,,2025-01-18,2025-01-18,False,False
PMT-9004075,LN-502361,CUST-107307,2025-01-18,331.52,331.52,Scheduled,Cash,Posted,False,False,,2025-01-18,2025-01-18,False,False
PMT-9004076,LN-508739,CUST-104659,2025-01-18,587.01,587.01,Scheduled,Check,Posted,False,False,,2025-01-18,2025-01-18,False,False
PMT-9004077,LN-505584,CUST-105266,2025-01-18,334.74,0.0,Extra,ACH,Posted,False,False,,2025-01-18,2025-01-18,False,False
PMT-9004078,LN-507985,CUST-101095,2025-01-18,192.4,0.0,Extra,ACH,Posted,False,False,,2025-01-18,2025-01-18,False,False
