loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500315,APP-200337,CUST-100729,Credit Card,Credit Card Standard,2024-08-10,2024-08-10,6139.44,0.2495,0,False,None,18,R2,LOAN_SERVICING
LN-500357,APP-200381,CUST-106386,Auto,Auto Standard,2024-08-10,2024-08-11,29019.19,0.0697,37,True,Vehicle,5,R1,LOAN_SERVICING
LN-500461,APP-200492,CUST-103951,Credit Card,Credit Card Standard,2024-08-10,2024-08-11,24695.07,0.2207,0,False,None,14,R6,LOAN_SERVICING
LN-501117,APP-201195,CUST-101388,Auto,Auto Standard,2024-08-10,2024-08-10,47326.51,0.0498,49,True,Vehicle,23,R2,LOAN_SERVICING
LN-501419,APP-201526,CUST-100931,Auto,Auto Standard,2024-08-10,2024-08-11,25190.21,0.1073,67,True,Vehicle,4,R5,LOAN_SERVICING
LN-501798,APP-201945,CUST-103579,Auto,Auto Standard,2024-08-10,2024-08-10,41484.45,0.0503,41,True,Vehicle,10,R5,LOAN_SERVICING
LN-502278,APP-202465,CUST-104604,Credit Card,Credit Card Standard,2024-08-10,2024-08-11,2534.57,0.2321,0,False,None,9,R2,LOAN_SERVICING
LN-502286,APP-202474,CUST-106429,Auto,Auto Standard,2024-08-10,2024-08-10,14393.07,0.0716,48,True,Vehicle,12,R5,LOAN_SERVICING
LN-502972,APP-203218,CUST-105228,Credit Card,Credit Card Standard,2024-08-10,2024-08-12,20958.9,0.1621,0,False,None,21,R4,LOAN_SERVICING
LN-503269,APP-203544,CUST-102675,Credit Card,Credit Card Standard,2024-08-10,2024-08-11,10751.36,0.2497,0,False,None,8,R4,LOAN_SERVICING
LN-504674,APP-205064,CUST-107202,Auto,Auto Standard,2024-08-10,2024-08-10,14351.31,0.0622,59,True,Vehicle,23,R2,LOAN_SERVICING
LN-504855,APP-205262,CUST-105179,Auto,Auto Standard,2024-08-10,2024-08-10,13236.32,0.0652,40,True,Vehicle,22,R4,LOAN_SERVICING
LN-507705,APP-208363,CUST-106539,Personal,Personal Standard,2024-08-10,2024-08-10,28730.66,0.1687,40,False,None,21,R5,LOAN_SERVICING
LN-507819,APP-208485,CUST-105713,Auto,Auto Standard,2024-08-10,2024-08-11,45317.38,0.0803,62,True,Vehicle,1,R4,LOAN_SERVICING
LN-508092,APP-208773,CUST-101320,Personal,Personal Standard,2024-08-10,2024-08-10,32238.44,0.1073,14,False,None,7,R2,LOAN_SERVICING
LN-508675,APP-209412,CUST-100642,Credit Card,Credit Card Standard,2024-08-10,2024-08-11,1695.58,0.2096,0,False,None,7,R3,LOAN_SERVICING
LN-509278,APP-210063,CUST-106301,Personal,Personal Standard,2024-08-10,2024-08-11,20617.5,0.1243,31,False,None,19,R4,LOAN_SERVICING
LN-509475,APP-210278,CUST-105969,Auto,Auto Standard,2024-08-10,2024-08-12,10660.02,0.0633,63,True,Vehicle,17,R5,LOAN_SERVICING
LN-509919,APP-210761,CUST-102098,Auto,Auto Standard,2024-08-10,2024-08-12,41584.28,0.0961,55,True,Vehicle,25,R3,LOAN_SERVICING
