contact_id,loan_id,customer_id,contact_date,collector_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000138,LN-500252,CUST-103103,2025-04-04,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60000144,LN-500265,CUST-100983,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000229,LN-500383,CUST-101274,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000704,LN-501338,CUST-102700,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000734,LN-501384,CUST-106937,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001232,LN-502439,CUST-107576,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001476,LN-502898,CUST-106241,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001821,LN-503573,CUST-102960,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001955,LN-503850,CUST-107105,2025-04-04,,LETTER,Outbound,Returned Mail,False,,False,COLLECTIONS_PLATFORM,False
CTC-60002125,LN-504172,CUST-100520,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002173,LN-504260,CUST-105882,2025-04-04,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002859,LN-505671,CUST-100538,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002897,LN-505772,CUST-106049,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002911,LN-505823,CUST-100955,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003356,LN-506675,CUST-106643,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003771,LN-507434,CUST-100659,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003978,LN-507874,CUST-106332,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004050,LN-508054,CUST-102618,2025-04-04,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004422,LN-508826,CUST-107382,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004501,LN-508988,CUST-102274,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004997,LN-509908,CUST-104904,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005300,LN-500586,CUST-102417,2025-04-04,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005503,LN-501198,CUST-107003,2025-04-04,,LETTER,Outbound,Returned Mail,False,,False,COLLECTIONS_PLATFORM,False
CTC-60005704,LN-501633,CUST-101927,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005967,LN-502354,CUST-102146,2025-04-04,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60006503,LN-503797,CUST-100743,2025-04-04,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60007134,LN-505460,CUST-104653,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60007569,LN-506845,CUST-104510,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60007743,LN-507353,CUST-105772,2025-04-04,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008028,LN-508013,CUST-101700,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008123,LN-508232,CUST-103862,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008314,LN-508744,CUST-100466,2025-04-04,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008409,LN-509048,CUST-103855,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008414,LN-509058,CUST-106354,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008496,LN-509254,CUST-101098,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008787,LN-509918,CUST-102766,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60009100,LN-500957,CUST-107969,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60009345,LN-501714,CUST-104015,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60009992,LN-503787,CUST-107524,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60010148,LN-504182,CUST-105755,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60010471,LN-505286,CUST-101959,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60010541,LN-505500,CUST-100110,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60011486,LN-508789,CUST-106800,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60012036,LN-500467,CUST-105623,2025-04-04,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60012083,LN-500629,CUST-103976,2025-04-04,,IVR,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60013112,LN-502484,CUST-102622,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60013129,LN-502509,CUST-101434,2025-04-04,,SMS,Outbound,Delivered,True,,True,COLLECTIONS_PLATFORM,False
CTC-60013358,LN-503117,CUST-102869,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60013665,LN-503453,CUST-105847,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60014723,LN-505119,CUST-102731,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60015009,LN-505750,CUST-102299,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60015054,LN-505809,CUST-107198,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60015262,LN-506220,CUST-100063,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60015701,LN-506868,CUST-107302,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60016328,LN-507896,CUST-100115,2025-04-04,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60016342,LN-507899,CUST-102292,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60016384,LN-507918,CUST-100147,2025-04-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60016426,LN-507946,CUST-102492,2025-04-04,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60016665,LN-508183,CUST-101674,2025-04-04,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60017519,LN-509683,CUST-102576,2025-04-04,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60017722,LN-509968,CUST-104052,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60017911,LN-500052,CUST-107189,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018060,LN-500141,CUST-102791,2025-04-04,,MOBILE_PUSH,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018255,LN-500242,CUST-103837,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018286,LN-500256,CUST-104548,2025-04-04,,MOBILE_PUSH,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018468,LN-500350,CUST-107326,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018514,LN-500371,CUST-103694,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018522,LN-500376,CUST-105808,2025-04-04,,EMAIL,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60018680,LN-500454,CUST-107066,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018748,LN-500488,CUST-102954,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60018949,LN-500585,CUST-106146,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60019032,LN-500620,CUST-104691,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60019100,LN-500648,CUST-106918,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60019131,LN-500663,CUST-105273,2025-04-04,,MOBILE_PUSH,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60019365,LN-500776,CUST-107894,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60019499,LN-500836,CUST-102391,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60019568,LN-500873,CUST-105850,2025-04-04,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60019612,LN-500895,CUST-105363,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60019766,LN-500967,CUST-100862,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60020365,LN-501248,CUST-100679,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60020367,LN-501249,CUST-105488,2025-04-04,,EMAIL,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60020436,LN-501281,CUST-102914,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60020591,LN-501353,CUST-105685,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60020612,LN-501362,CUST-107765,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60020643,LN-501375,CUST-102811,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60021057,LN-501574,CUST-107903,2025-04-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60021306,LN-501694,CUST-106852,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60021411,LN-501745,CUST-101178,2025-04-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
