application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200350,CUST-104118,Credit Card,10633.9,R4,2025-05-14,Approved,2025-05-15,RISK_ENGINE
APP-200740,CUST-106737,Auto,28820.89,R5,2025-05-14,Approved,2025-05-16,RISK_ENGINE
APP-200796,CUST-104050,Auto,24561.99,R2,2025-05-14,Approved,2025-05-18,RISK_ENGINE
APP-201102,CUST-100786,Credit Card,2786.59,R2,2025-05-14,Approved,2025-05-15,RISK_ENGINE
APP-201206,CUST-105344,Personal,28989.39,R4,2025-05-14,Approved,2025-05-18,RISK_ENGINE
APP-201225,CUST-107250,Auto,40401.19,R3,2025-05-14,Approved,2025-05-16,RISK_ENGINE
APP-201354,CUST-106702,HELOC,49264.4,R4,2025-05-14,Declined,2025-05-15,RISK_ENGINE
APP-201416,CUST-102119,Personal,10189.47,R4,2025-05-14,Declined,2025-05-18,RISK_ENGINE
APP-201928,CUST-106322,Auto,41690.5,R3,2025-05-14,Approved,2025-05-17,RISK_ENGINE
APP-202104,CUST-106407,Auto,34908.07,R2,2025-05-14,Approved,2025-05-17,RISK_ENGINE
APP-202546,CUST-102212,Personal,12072.1,R4,2025-05-14,Approved,2025-05-17,RISK_ENGINE
APP-203163,CUST-106485,Credit Card,18105.53,R4,2025-05-14,Approved,2025-05-18,RISK_ENGINE
APP-203738,CUST-105102,Auto,29014.57,R3,2025-05-14,Approved,2025-05-18,RISK_ENGINE
APP-204280,CUST-103496,Auto,44137.0,R5,2025-05-14,Approved,2025-05-15,RISK_ENGINE
APP-204473,CUST-105950,Auto,40058.06,R4,2025-05-14,Declined,2025-05-16,RISK_ENGINE
APP-206768,CUST-103533,Auto,8997.15,R6,2025-05-14,Approved,2025-05-16,RISK_ENGINE
APP-206910,CUST-105809,Credit Card,11757.23,R5,2025-05-14,Approved,2025-05-16,RISK_ENGINE
APP-207007,CUST-106410,HELOC,83078.7,R6,2025-05-14,Approved,2025-05-18,RISK_ENGINE
APP-207260,CUST-104133,Auto,50759.76,R2,2025-05-14,Approved,2025-05-18,RISK_ENGINE
APP-207399,CUST-102591,Auto,15096.19,R2,2025-05-14,Approved,2025-05-18,RISK_ENGINE
APP-208590,CUST-106358,Auto,18562.22,R6,2025-05-14,Approved,2025-05-16,RISK_ENGINE
APP-209565,CUST-102362,Auto,28376.75,R4,2025-05-14,Approved,2025-05-15,RISK_ENGINE
APP-210046,CUST-100908,Personal,8050.04,R5,2025-05-14,Approved,2025-05-15,RISK_ENGINE
