application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200235,CUST-102469,HELOC,118904.95,R3,2024-05-17,Approved,2024-05-19,RISK_ENGINE
APP-200244,CUST-104740,Auto,41522.89,R5,2024-05-17,Approved,2024-05-18,RISK_ENGINE
APP-200603,CUST-101163,Personal,32297.13,R3,2024-05-17,Approved,2024-05-18,RISK_ENGINE
APP-203425,CUST-100038,Auto,45012.22,R1,2024-05-17,Approved,2024-05-20,RISK_ENGINE
APP-203530,CUST-101891,Personal,33857.91,R2,2024-05-17,Approved,2024-05-18,RISK_ENGINE
APP-203583,CUST-102329,Auto,16477.47,R2,2024-05-17,Approved,2024-05-19,RISK_ENGINE
APP-203751,CUST-104705,Auto,36541.84,R4,2024-05-17,Approved,2024-05-20,RISK_ENGINE
APP-204237,CUST-101734,Auto,8333.33,R4,2024-05-17,Approved,2024-05-20,RISK_ENGINE
APP-204832,CUST-101714,Personal,17443.1,R3,2024-05-17,Approved,2024-05-21,RISK_ENGINE
APP-205205,CUST-103255,Auto,25265.32,R1,2024-05-17,Approved,2024-05-21,RISK_ENGINE
APP-205864,CUST-102242,Auto,16775.97,R3,2024-05-17,Approved,2024-05-19,RISK_ENGINE
APP-205899,CUST-101432,Personal,17881.56,R4,2024-05-17,Approved,2024-05-18,RISK_ENGINE
APP-206012,CUST-104774,Personal,28227.38,R3,2024-05-17,Approved,2024-05-19,RISK_ENGINE
APP-206061,CUST-105592,Auto,35937.26,R5,2024-05-17,Approved,2024-05-18,RISK_ENGINE
APP-206463,CUST-107119,Personal,4396.92,R2,2024-05-17,Declined,2024-05-18,RISK_ENGINE
APP-206539,CUST-101561,HELOC,23510.46,R4,2024-05-17,Approved,2024-05-18,RISK_ENGINE
APP-206545,CUST-106602,Credit Card,3936.46,R3,2024-05-17,Approved,2024-05-18,RISK_ENGINE
APP-206817,CUST-104194,Mortgage,188638.11,R1,2024-05-17,Approved,2024-05-18,RISK_ENGINE
APP-208128,CUST-101606,Auto,28741.94,R4,2024-05-17,Approved,2024-05-18,RISK_ENGINE
APP-208542,CUST-101645,Personal,13316.86,R2,2024-05-17,Approved,2024-05-20,RISK_ENGINE
APP-209471,CUST-102969,Auto,14195.52,R2,2024-05-17,Approved,2024-05-20,RISK_ENGINE
APP-209474,CUST-102251,HELOC,125094.37,R2,2024-05-17,Approved,2024-05-20,RISK_ENGINE
APP-209925,CUST-101089,Personal,13829.87,R5,2024-05-17,Approved,2024-05-21,RISK_ENGINE
