application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200464,CUST-105474,Auto,45030.27,R5,2024-12-02,Approved,2024-12-05,RISK_ENGINE
APP-201633,CUST-102902,Credit Card,16894.5,R2,2024-12-02,Approved,2024-12-03,RISK_ENGINE
APP-201903,CUST-104852,Credit Card,4381.52,R4,2024-12-02,Declined,2024-12-04,RISK_ENGINE
APP-202018,CUST-107260,Personal,22071.5,R1,2024-12-02,Approved,2024-12-05,RISK_ENGINE
APP-202659,CUST-104325,Mortgage,576034.86,R3,2024-12-02,Declined,2024-12-04,RISK_ENGINE
APP-202926,CUST-104595,Auto,43848.66,R1,2024-12-02,Approved,2024-12-05,RISK_ENGINE
APP-203825,CUST-102557,Auto,41419.86,R3,2024-12-02,Approved,2024-12-05,RISK_ENGINE
APP-203949,CUST-102681,Auto,16390.27,R3,2024-12-02,Approved,2024-12-05,RISK_ENGINE
APP-204094,CUST-101083,Auto,47791.76,R5,2024-12-02,Approved,2024-12-05,RISK_ENGINE
APP-204598,CUST-100468,Credit Card,24128.45,R1,2024-12-02,Approved,2024-12-03,RISK_ENGINE
APP-204920,CUST-102842,Personal,33371.21,R3,2024-12-02,Approved,2024-12-06,RISK_ENGINE
APP-204991,CUST-107083,Auto,40384.34,R4,2024-12-02,Approved,2024-12-04,RISK_ENGINE
APP-205945,CUST-101656,Personal,31689.6,R1,2024-12-02,Approved,2024-12-04,RISK_ENGINE
APP-207250,CUST-106643,HELOC,97085.19,R5,2024-12-02,Approved,2024-12-06,RISK_ENGINE
APP-207752,CUST-106324,Auto,16582.28,R5,2024-12-02,Approved,2024-12-04,RISK_ENGINE
APP-207812,CUST-107153,Auto,28562.42,R4,2024-12-02,Approved,2024-12-05,RISK_ENGINE
APP-210347,CUST-101977,Auto,31799.53,R5,2024-12-02,Approved,2024-12-05,RISK_ENGINE
APP-210425,CUST-101132,HELOC,136934.15,R4,2024-12-02,Approved,2024-12-05,RISK_ENGINE
APP-210514,CUST-105765,Auto,14635.5,R6,2024-12-02,Approved,2024-12-03,RISK_ENGINE
