loan_id,customer_id,snapshot_date,bucket_index,dpd,restructured_flag,fraud_flag,outstanding_balance,delinquency_bucket
LN-500000,CUST-107530,2025-01-08,0,0,False,False,34845.82000000001,Current
LN-500001,CUST-104707,2025-01-08,0,0,False,False,15003.065000000002,Current
LN-500006,CUST-104241,2025-01-08,0,0,False,False,18387.567500000005,Current
LN-500009,CUST-104996,2025-01-08,0,0,False,False,41494.28999999999,Current
LN-500010,CUST-103092,2025-01-08,0,0,False,False,11558.352499999999,Current
LN-500011,CUST-107344,2025-01-08,0,0,False,False,27999.460000000006,Current
LN-500012,CUST-102210,2025-01-08,0,0,False,False,4001.9599999999996,Current
LN-500014,CUST-107938,2025-01-08,0,0,False,False,5468.750000000004,Current
LN-500015,CUST-105329,2025-01-08,0,0,False,False,12200.269999999997,Current
LN-500016,CUST-103631,2025-01-08,0,0,False,False,8959.825000000003,Current
LN-500019,CUST-105349,2025-01-08,0,0,False,False,5563.675000000001,Current
LN-500021,CUST-100216,2025-01-08,0,0,False,False,9931.239999999998,Current
LN-500022,CUST-102541,2025-01-08,0,0,False,False,12461.659999999996,Current
LN-500024,CUST-106375,2025-01-08,0,0,False,False,9812.985,Current
LN-500025,CUST-102800,2025-01-08,0,0,False,False,3941.8325000000004,Current
LN-500027,CUST-103608,2025-01-08,0,0,False,False,18952.059999999998,Current
LN-500030,CUST-104122,2025-01-08,0,0,False,False,17072.717500000002,Current
LN-500031,CUST-105559,2025-01-08,0,0,False,False,16684.052499999994,Current
LN-500033,CUST-101498,2025-01-08,0,0,False,False,8681.824999999999,Current
LN-500035,CUST-101844,2025-01-08,0,0,False,False,19584.674999999985,Current
LN-500037,CUST-106505,2025-01-08,0,0,False,False,3134.665,Current
LN-500038,CUST-100918,2025-01-08,0,0,False,False,2816.559999999999,Current
LN-500040,CUST-102235,2025-01-08,0,0,False,False,13077.920000000002,Current
LN-500042,CUST-107445,2025-01-08,0,0,False,False,35948.65499999998,Current
LN-500043,CUST-102572,2025-01-08,0,0,False,False,14508.917500000001,Current
LN-500044,CUST-100853,2025-01-08,0,0,False,False,10678.885000000006,Current
LN-500046,CUST-101096,2025-01-08,0,0,False,False,24151.412500000002,Current
LN-500047,CUST-100107,2025-01-08,0,0,False,False,12132.920000000002,Current
LN-500048,CUST-100513,2025-01-08,0,0,False,False,1871.2100000000003,Current
LN-500050,CUST-101980,2025-01-08,0,0,False,False,11458.544999999996,Current
LN-500051,CUST-100919,2025-01-08,0,0,False,False,94679.38000000002,Current
LN-500052,CUST-107189,2025-01-08,0,0,False,False,48516.39,Current
LN-500053,CUST-100357,2025-01-08,0,0,False,False,4535.9524999999985,Current
LN-500054,CUST-106827,2025-01-08,0,0,False,False,2282.0699999999997,Current
LN-500056,CUST-102636,2025-01-08,2,50,False,False,23192.11,30-59
LN-500057,CUST-104604,2025-01-08,0,0,False,False,18121.765,Current
LN-500058,CUST-104228,2025-01-08,0,0,False,False,22340.010000000013,Current
LN-500061,CUST-103487,2025-01-08,0,0,False,False,50668.71249999999,Current
LN-500062,CUST-101479,2025-01-08,0,0,False,False,20110.72,Current
LN-500063,CUST-104045,2025-01-08,0,0,False,False,11974.175000000003,Current
LN-500066,CUST-101369,2025-01-08,0,0,False,False,18781.42000000001,Current
LN-500069,CUST-101492,2025-01-08,0,0,False,False,25027.990000000005,Current
LN-500070,CUST-107422,2025-01-08,0,0,False,False,6100.470000000001,Current
