loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500022,APP-200024,CUST-102541,Credit Card,Credit Card Standard,2024-08-21,2024-08-21,14241.89,0.253,0,False,None,26,R1,LOAN_SERVICING
LN-500260,APP-200277,CUST-106555,Auto,Auto Standard,2024-08-21,2024-08-22,14229.79,0.0714,37,True,Vehicle,13,R6,LOAN_SERVICING
LN-500659,APP-200708,CUST-102703,Auto,Auto Standard,2024-08-21,2024-08-21,35468.5,0.0627,41,True,Vehicle,26,R4,LOAN_SERVICING
LN-500907,APP-200972,CUST-106172,Personal,Personal Standard,2024-08-21,2024-08-22,4678.26,0.1957,24,False,None,21,R2,LOAN_SERVICING
LN-501038,APP-201109,CUST-104149,Personal,Personal Standard,2024-08-21,2024-08-21,23228.91,0.1727,52,False,None,8,R5,LOAN_SERVICING
LN-501235,APP-201327,CUST-107164,Credit Card,Credit Card Standard,2024-08-21,2024-08-23,8950.47,0.2515,0,False,None,3,R2,LOAN_SERVICING
LN-501752,APP-201896,CUST-106470,Auto,Auto Standard,2024-08-21,2024-08-22,48492.15,0.073,41,True,Vehicle,25,R2,LOAN_SERVICING
LN-502301,APP-202489,CUST-103710,Auto,Auto Standard,2024-08-21,2024-08-23,9528.9,0.0812,57,True,Vehicle,4,R1,LOAN_SERVICING
LN-503068,APP-203319,CUST-105005,HELOC,HELOC Standard,2024-08-21,2024-08-21,107261.88,0.0954,160,True,Real Estate,21,R1,LOAN_SERVICING
LN-503069,APP-203320,CUST-101100,Auto,Auto Standard,2024-08-21,2024-08-21,20066.55,0.0749,65,True,Vehicle,19,R3,LOAN_SERVICING
LN-504004,APP-204344,CUST-101350,Personal,Personal Standard,2024-08-21,2024-08-22,17188.24,0.1029,49,False,None,3,R2,LOAN_SERVICING
LN-504401,APP-204768,CUST-100383,Personal,Personal Standard,2024-08-21,2024-08-21,34621.77,0.2093,26,False,None,24,R4,LOAN_SERVICING
LN-504624,APP-205009,CUST-104292,Auto,Auto Standard,2024-08-21,2024-08-23,30918.31,0.0601,72,True,Vehicle,22,R5,LOAN_SERVICING
LN-504772,APP-205174,CUST-106373,Credit Card,Credit Card Standard,2024-08-21,2024-08-23,4538.28,0.187,0,False,None,18,R4,LOAN_SERVICING
LN-504981,APP-205408,CUST-103558,Credit Card,Credit Card Standard,2024-08-21,2024-08-23,9014.89,0.2218,0,False,None,27,R5,LOAN_SERVICING
LN-505423,APP-205891,CUST-106767,Auto,Auto Standard,2024-08-21,2024-08-23,28922.92,0.0848,60,True,Vehicle,8,R4,LOAN_SERVICING
LN-505889,APP-206400,CUST-105017,Personal,Personal Standard,2024-08-21,2024-08-21,20832.4,0.116,25,False,None,10,R4,LOAN_SERVICING
LN-506154,APP-206685,CUST-102952,Credit Card,Credit Card Standard,2024-08-21,2024-08-23,18746.9,0.2028,0,False,None,26,R4,LOAN_SERVICING
LN-506308,APP-206853,CUST-100123,Personal,Personal Standard,2024-08-21,2024-08-21,24474.84,0.1684,42,False,None,4,R3,LOAN_SERVICING
LN-507373,APP-208005,CUST-104983,Personal,Personal Standard,2024-08-21,2024-08-21,6532.84,0.1745,22,False,None,9,R4,LOAN_SERVICING
LN-507990,APP-208666,CUST-100003,Personal,Personal Standard,2024-08-21,2024-08-23,5308.77,0.1807,26,False,None,17,R3,LOAN_SERVICING
LN-508612,APP-209343,CUST-103439,Personal,Personal Standard,2024-08-21,2024-08-21,17810.58,0.1463,59,False,None,22,R5,LOAN_SERVICING
LN-509003,APP-209761,CUST-100592,Credit Card,Credit Card Standard,2024-08-21,2024-08-21,9053.53,0.1568,0,False,None,27,R5,LOAN_SERVICING
LN-509693,APP-210516,CUST-107852,HELOC,HELOC Standard,2024-08-21,2024-08-23,136096.67,0.0908,172,True,Real Estate,1,R4,LOAN_SERVICING
