ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700035,LN-500611,CUST-103236,CTC-60000342,COL-1025,2025-02-24,2025-02-28,112.28,Kept,112.28,2025-02-27
PTP-700335,LN-506486,CUST-104644,CTC-60003264,COL-1010,2025-02-24,2025-02-26,145.19,Kept,145.19,2025-02-27
PTP-700381,LN-507297,CUST-106976,CTC-60003712,COL-1004,2025-02-24,2025-03-02,191.47,Kept,191.47,2025-02-25
PTP-700502,LN-509574,CUST-103907,CTC-60004796,COL-1053,2025-02-24,2025-03-06,50.0,Kept,50.0,2025-03-07
PTP-700813,LN-507745,CUST-103349,CTC-60007919,COL-1014,2025-02-24,2025-02-26,262.74,Broken,0.0,
PTP-700844,LN-508609,CUST-101500,CTC-60008248,COL-1050,2025-02-24,2025-03-09,442.78,Kept,442.78,2025-03-06
PTP-700925,LN-500569,CUST-103902,CTC-60009027,COL-1104,2025-02-24,2025-03-06,317.71,Kept,317.71,2025-03-07
PTP-701044,LN-504570,CUST-106148,CTC-60010266,COL-1036,2025-02-24,2025-03-05,545.09,Partial,323.48,2025-03-05
PTP-701241,LN-500758,CUST-104498,CTC-60012182,COL-1082,2025-02-24,2025-03-02,1056.46,Kept,1056.46,2025-02-25
PTP-701380,LN-503210,CUST-106724,CTC-60013447,COL-1057,2025-02-24,2025-03-04,891.19,Kept,891.19,2025-02-27
PTP-701662,LN-507768,CUST-103654,CTC-60016194,COL-1075,2025-02-24,2025-03-08,399.15,Kept,399.15,2025-03-09
PTP-701703,LN-508179,CUST-105388,CTC-60016621,COL-1003,2025-02-24,2025-03-09,649.68,Broken,0.0,
PTP-701795,LN-509639,CUST-100827,CTC-60017503,COL-1075,2025-02-24,2025-03-03,734.86,Partial,312.13,2025-03-03
PTP-701806,LN-509707,CUST-103748,CTC-60017592,COL-1083,2025-02-24,2025-03-06,637.43,Partial,209.77,2025-03-06
