loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500951,APP-201018,CUST-107066,Auto,Auto Standard,2024-03-06,2024-03-07,44977.01,0.0609,44,True,Vehicle,1,R4,LOAN_SERVICING
LN-501060,APP-201132,CUST-101813,Credit Card,Credit Card Standard,2024-03-06,2024-03-07,4090.65,0.1527,0,False,None,16,R2,LOAN_SERVICING
LN-501297,APP-201393,CUST-101052,Auto,Auto Standard,2024-03-06,2024-03-06,51114.69,0.1066,68,True,Vehicle,25,R2,LOAN_SERVICING
LN-501712,APP-201852,CUST-101735,Auto,Auto Standard,2024-03-06,2024-03-06,35409.77,0.0931,55,True,Vehicle,5,R4,LOAN_SERVICING
LN-505308,APP-205764,CUST-101893,Credit Card,Credit Card Standard,2024-03-06,2024-03-06,23634.88,0.2411,0,False,None,19,R1,LOAN_SERVICING
LN-505446,APP-205914,CUST-102432,Credit Card,Credit Card Standard,2024-03-06,2024-03-08,3953.93,0.2341,0,False,None,8,R5,LOAN_SERVICING
LN-506554,APP-207124,CUST-102821,HELOC,HELOC Standard,2024-03-06,2024-03-07,41812.03,0.0919,167,True,Real Estate,12,R4,LOAN_SERVICING
LN-506627,APP-207200,CUST-107297,Credit Card,Credit Card Standard,2024-03-06,2024-03-08,24466.37,0.1596,0,False,None,8,R3,LOAN_SERVICING
LN-506935,APP-207530,CUST-105568,Auto,Auto Standard,2024-03-06,2024-03-07,9850.33,0.0915,56,True,Vehicle,13,R6,LOAN_SERVICING
LN-507167,APP-207781,CUST-107774,Mortgage,Mortgage Standard,2024-03-06,2024-03-08,342609.8,0.0647,227,True,Real Estate,26,R6,LOAN_SERVICING
LN-507917,APP-208588,CUST-107135,Personal,Personal Standard,2024-03-06,2024-03-06,22949.33,0.1767,59,False,None,20,R3,LOAN_SERVICING
LN-507929,APP-208601,CUST-100155,HELOC,HELOC Standard,2024-03-06,2024-03-07,78503.12,0.0656,128,True,Real Estate,6,R3,LOAN_SERVICING
LN-508326,APP-209032,CUST-105776,Auto,Auto Standard,2024-03-06,2024-03-06,34420.17,0.103,64,True,Vehicle,14,R3,LOAN_SERVICING
LN-508363,APP-209072,CUST-105135,Auto,Auto Standard,2024-03-06,2024-03-08,13134.93,0.0605,58,True,Vehicle,8,R3,LOAN_SERVICING
LN-508709,APP-209450,CUST-105651,Auto,Auto Standard,2024-03-06,2024-03-08,13303.72,0.0526,60,True,Vehicle,20,R4,LOAN_SERVICING
LN-508862,APP-209611,CUST-104717,Auto,Auto Standard,2024-03-06,2024-03-07,53124.64,0.0553,72,True,Vehicle,23,R1,LOAN_SERVICING
LN-509643,APP-210460,CUST-101713,Auto,Auto Standard,2024-03-06,2024-03-07,54229.18,0.0714,44,True,Vehicle,2,R5,LOAN_SERVICING
LN-509653,APP-210471,CUST-101184,Personal,Personal Standard,2024-03-06,2024-03-07,32857.53,0.1484,51,False,None,10,R6,LOAN_SERVICING
