ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700142,LN-502756,CUST-100886,CTC-60001411,COL-1019,2025-05-14,2025-05-17,167.2,Partial,116.92,2025-05-17
PTP-700174,LN-503375,CUST-102266,CTC-60001703,COL-1096,2025-05-14,2025-05-16,50.0,Kept,50.0,2025-05-18
PTP-700632,LN-502487,CUST-100995,CTC-60006040,COL-1007,2025-05-14,2025-05-18,197.22,Kept,197.22,2025-05-14
PTP-700752,LN-505844,CUST-106893,CTC-60007251,COL-1043,2025-05-14,2025-05-28,298.42,Kept,298.42,2025-05-30
PTP-700837,LN-508336,CUST-106477,CTC-60008168,COL-1103,2025-05-14,2025-05-22,227.86,Broken,0.0,
PTP-700845,LN-508645,CUST-104642,CTC-60008256,COL-1118,2025-05-14,2025-05-25,448.35,Kept,448.35,2025-05-24
PTP-700943,LN-501537,CUST-100694,CTC-60009259,COL-1037,2025-05-14,2025-05-16,500.93,Partial,277.77,2025-05-16
PTP-701026,LN-503822,CUST-101665,CTC-60010012,COL-1051,2025-05-14,2025-05-26,751.05,Kept,751.05,2025-05-19
PTP-701287,LN-501590,CUST-101716,CTC-60012618,COL-1036,2025-05-14,2025-05-17,381.5,Kept,381.5,2025-05-17
PTP-701299,LN-501772,CUST-101171,CTC-60012750,COL-1106,2025-05-14,2025-05-25,1438.18,Broken,0.0,
PTP-701322,LN-502204,CUST-102217,CTC-60012975,COL-1065,2025-05-14,2025-05-19,645.0,Kept,645.0,2025-05-19
