loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500132,APP-200141,CUST-106805,Credit Card,Credit Card Standard,2025-06-01,2025-06-02,20389.36,0.2362,0,False,None,4,R1,LOAN_SERVICING
LN-501047,APP-201118,CUST-107269,Credit Card,Credit Card Standard,2025-06-01,2025-06-03,9661.41,0.1746,0,False,None,14,R5,LOAN_SERVICING
LN-501467,APP-201577,CUST-106710,Auto,Auto Standard,2025-06-01,2025-06-01,24273.51,0.0609,36,True,Vehicle,10,R2,LOAN_SERVICING
LN-501610,APP-201734,CUST-101407,Auto,Auto Standard,2025-06-01,2025-06-02,49487.22,0.1016,61,True,Vehicle,7,R4,LOAN_SERVICING
LN-502421,APP-202619,CUST-101819,Auto,Auto Standard,2025-06-01,2025-06-02,15280.25,0.0598,71,True,Vehicle,5,R2,LOAN_SERVICING
LN-503009,APP-203257,CUST-107667,Auto,Auto Standard,2025-06-01,2025-06-01,44765.45,0.0532,64,True,Vehicle,28,R2,LOAN_SERVICING
LN-503376,APP-203663,CUST-103869,Credit Card,Credit Card Standard,2025-06-01,2025-06-02,13335.33,0.1795,0,False,None,27,R4,LOAN_SERVICING
LN-503856,APP-204181,CUST-100596,Auto,Auto Standard,2025-06-01,2025-06-03,17442.6,0.079,49,True,Vehicle,10,R7,LOAN_SERVICING
LN-504818,APP-205222,CUST-106048,Credit Card,Credit Card Standard,2025-06-01,2025-06-01,24618.09,0.2252,0,False,None,17,R5,LOAN_SERVICING
LN-505068,APP-205507,CUST-106005,Auto,Auto Standard,2025-06-01,2025-06-02,18463.37,0.0853,67,True,Vehicle,13,R3,LOAN_SERVICING
LN-505257,APP-205712,CUST-105844,Auto,Auto Standard,2025-06-01,2025-06-01,15809.11,0.0482,57,True,Vehicle,23,R4,LOAN_SERVICING
LN-505490,APP-205961,CUST-104905,Auto,Auto Standard,2025-06-01,2025-06-02,21947.19,0.1068,56,True,Vehicle,24,R4,LOAN_SERVICING
LN-506479,APP-207048,CUST-106602,Credit Card,Credit Card Standard,2025-06-01,2025-06-03,18169.35,0.2222,0,False,None,20,R3,LOAN_SERVICING
LN-506529,APP-207099,CUST-107529,Personal,Personal Standard,2025-06-01,2025-06-02,24737.13,0.0808,39,False,None,6,R4,LOAN_SERVICING
LN-506770,APP-207356,CUST-106075,Personal,Personal Standard,2025-06-01,2025-06-03,26568.7,0.2162,18,False,None,22,R4,LOAN_SERVICING
LN-507525,APP-208177,CUST-103619,Credit Card,Credit Card Standard,2025-06-01,2025-06-01,19273.33,0.2524,0,False,None,24,R4,LOAN_SERVICING
LN-507536,APP-208188,CUST-105011,Personal,Personal Standard,2025-06-01,2025-06-02,34913.47,0.1868,38,False,None,21,R4,LOAN_SERVICING
LN-509354,APP-210143,CUST-104083,Personal,Personal Standard,2025-06-01,2025-06-02,3669.56,0.1599,17,False,None,17,R1,LOAN_SERVICING
LN-509736,APP-210563,CUST-104413,HELOC,HELOC Standard,2025-06-01,2025-06-01,97455.34,0.0648,180,True,Real Estate,12,R3,LOAN_SERVICING
LN-509882,APP-210723,CUST-106121,Personal,Personal Standard,2025-06-01,2025-06-02,25773.72,0.1497,57,False,None,6,R3,LOAN_SERVICING
