payment_id,loan_id,customer_id,payment_date,payment_amount,scheduled_amount,payment_type,payment_method,payment_status,is_reversal_flag,nsf_flag,original_payment_id,effective_date,ingestion_date,is_late_arrival,is_corrupt_record
PMT-9012771,LN-505743,CUST-106067,2025-02-25,445.01,445.01,Scheduled,Debit Card,Posted,False,False,,2025-02-25,2025-03-07,True,False
PMT-9012834,LN-500883,CUST-103880,2025-02-25,169.57,0.0,Extra,ACH,Posted,False,False,,2025-02-25,2025-03-07,True,False
PMT-9012845,LN-501028,CUST-101237,2025-02-25,267.09,0.0,Extra,Debit Card,Posted,False,False,,2025-02-25,2025-03-07,True,False
PMT-9012907,LN-505481,CUST-100197,2025-02-25,368.56,0.0,Extra,ACH,Posted,False,False,,2025-02-25,2025-03-07,True,False
PMT-9013432,LN-509489,CUST-102228,2025-02-27,578.0,578.0,Scheduled,Debit Card,Posted,False,False,,2025-02-27,2025-03-07,True,False
PMT-9014090,LN-506522,CUST-103656,2025-03-02,276.44,0.0,Extra,ACH,Posted,False,False,,2025-03-02,2025-03-07,True,False
PMT-9014477,LN-507199,CUST-101601,2025-03-03,452.04,452.04,Scheduled,ACH,Posted,False,False,,2025-03-03,2025-03-07,True,False
PMT-9014673,LN-502843,CUST-102780,2025-03-04,1126.17,1126.17,Scheduled,ACH,Posted,False,False,,2025-03-04,2025-03-07,True,False
PMT-9014744,LN-502073,CUST-106619,2025-03-04,224.89,224.89,Scheduled,Debit Card,Posted,False,False,,2025-03-04,2025-03-07,True,False
PMT-9014852,LN-504256,CUST-102597,2025-03-04,289.04,0.0,Extra,Check,Posted,False,False,,2025-03-04,2025-03-07,True,False
PMT-9014966,LN-500222,CUST-102469,2025-03-05,168.05,168.05,Scheduled,Check,Posted,False,False,,2025-03-05,2025-03-07,True,False
PMT-9014993,LN-503676,CUST-104216,2025-03-05,1044.9,1044.9,Scheduled,Debit Card,Posted,False,False,,2025-03-05,2025-03-07,True,False
PMT-9015163,LN-505693,CUST-101899,2025-03-05,952.89,952.89,Scheduled,ACH,Posted,False,False,,2025-03-05,2025-03-07,True,False
PMT-9015544,LN-504924,CUST-105471,2025-03-07,613.4,613.4,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015545,LN-504202,CUST-107094,2025-03-07,87.85,87.85,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015546,LN-502553,CUST-107667,2025-03-07,61.13,61.13,Scheduled,Debit Card,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015547,LN-502557,CUST-104494,2025-03-07,896.7,896.7,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015548,LN-508980,CUST-106452,2025-03-07,1202.65,1202.65,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015549,LN-507830,CUST-101511,2025-03-07,383.5,383.5,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015550,LN-501245,CUST-103563,2025-03-07,37.14,37.14,Scheduled,Check,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015551,LN-507901,CUST-102324,2025-03-07,262.55,262.55,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015552,LN-508874,CUST-103609,2025-03-07,97.54,97.54,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015553,LN-504058,CUST-105154,2025-03-07,960.64,960.64,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015554,LN-501241,CUST-102761,2025-03-07,640.78,640.78,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015555,LN-508833,CUST-102946,2025-03-07,951.79,951.79,Scheduled,Cash,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015556,LN-507611,CUST-106668,2025-03-07,557.13,557.13,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015557,LN-507822,CUST-102468,2025-03-07,988.13,988.13,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015558,LN-501337,CUST-104970,2025-03-07,192.59,192.59,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015559,LN-507817,CUST-106951,2025-03-07,198.28,198.28,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015560,LN-509010,CUST-106427,2025-03-07,1237.47,1237.47,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015561,LN-502673,CUST-103836,2025-03-07,196.09,196.09,Scheduled,Debit Card,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015562,LN-506562,CUST-105662,2025-03-07,478.57,478.57,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015563,LN-500010,CUST-103092,2025-03-07,42.11,0.0,Extra,Debit Card,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015564,LN-507591,CUST-103740,2025-03-07,413.41,413.41,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015565,LN-501310,CUST-104074,2025-03-07,580.47,580.47,Scheduled,Debit Card,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015566,LN-504037,CUST-107337,2025-03-07,598.95,598.95,Scheduled,Wire,Posted,False,False,,2025-03-07,2025-03-07,False,False
PMT-9015567,LN-508895,CUST-105150,2025-03-07,218.4,218.4,Scheduled,ACH,Posted,False,False,,2025-03-07,2025-03-07,False,False
