ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700220,LN-504326,CUST-105327,CTC-60002205,COL-1000,2025-05-21,2025-06-04,112.69,Kept,112.69,2025-05-27
PTP-700565,LN-500713,CUST-104956,CTC-60005337,COL-1054,2025-05-21,2025-05-25,190.01,Broken,0.0,
PTP-701196,LN-509794,CUST-100369,CTC-60011762,COL-1086,2025-05-21,2025-05-30,597.42,Broken,0.0,
PTP-701265,LN-501122,CUST-105908,CTC-60012353,COL-1082,2025-05-21,2025-05-26,337.22,Partial,150.76,2025-05-26
PTP-701290,LN-501633,CUST-101927,CTC-60012643,COL-1084,2025-05-21,2025-05-30,369.26,Broken,0.0,
PTP-701331,LN-502337,CUST-100879,CTC-60013032,COL-1088,2025-05-21,2025-05-24,1058.29,Broken,0.0,
PTP-701580,LN-506385,CUST-103362,CTC-60015429,COL-1057,2025-05-21,2025-06-01,579.3,Broken,0.0,
PTP-701631,LN-507317,CUST-105534,CTC-60015935,COL-1084,2025-05-21,2025-05-23,751.89,Kept,751.89,2025-05-23
PTP-701637,LN-507465,CUST-103560,CTC-60015990,COL-1084,2025-05-21,2025-05-23,537.8,Kept,537.8,2025-05-25
PTP-701725,LN-508394,CUST-106153,CTC-60016867,COL-1055,2025-05-21,2025-06-04,481.34,Kept,481.34,2025-05-24
PTP-701840,LN-507317,CUST-105534,CTC-60015935,COL-1084,2025-05-21,2025-05-23,824.02,Partial,283.83,2025-05-23
