contact_id,loan_id,customer_id,contact_date,collector_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000061,LN-500124,CUST-106486,2025-02-26,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60000861,LN-501673,CUST-106790,2025-02-26,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001128,LN-502236,CUST-107096,2025-02-26,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001179,LN-502347,CUST-100608,2025-02-26,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001275,LN-502545,CUST-104981,2025-02-26,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001315,LN-502600,CUST-105937,2025-02-26,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001456,LN-502857,CUST-105569,2025-02-26,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001797,LN-503517,CUST-104411,2025-02-26,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002013,LN-503956,CUST-103891,2025-02-26,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002175,LN-504261,CUST-105497,2025-02-26,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60002248,LN-504407,CUST-100258,2025-02-26,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002326,LN-504598,CUST-104433,2025-02-26,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002454,LN-504822,CUST-104772,2025-02-26,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002782,LN-505442,CUST-103092,2025-02-26,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003156,LN-506281,CUST-100781,2025-02-26,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003180,LN-506328,CUST-107396,2025-02-26,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005026,LN-509949,CUST-101317,2025-02-26,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005219,LN-500338,CUST-105481,2025-02-26,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005279,LN-500467,CUST-105623,2025-02-26,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005303,LN-500611,CUST-103236,2025-02-26,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005550,LN-501318,CUST-101438,2025-02-26,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005808,LN-501841,CUST-104738,2025-02-26,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006213,LN-502957,CUST-107908,2025-02-26,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006327,LN-503300,CUST-102287,2025-02-26,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006783,LN-504406,CUST-105031,2025-02-26,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006819,LN-504568,CUST-107476,2025-02-26,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006901,LN-504784,CUST-101948,2025-02-26,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006921,LN-504869,CUST-104845,2025-02-26,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60007017,LN-505204,CUST-102027,2025-02-26,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60007356,LN-506187,CUST-103559,2025-02-26,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60007989,LN-507929,CUST-100155,2025-02-26,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008647,LN-509621,CUST-105162,2025-02-26,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60008655,LN-509622,CUST-102648,2025-02-26,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
