application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200387,CUST-103092,Personal,11474.57,R4,2025-04-27,Approved,2025-05-01,RISK_ENGINE
APP-200410,CUST-107606,Auto,19534.3,R5,2025-04-27,Approved,2025-04-28,RISK_ENGINE
APP-200776,CUST-102694,Auto,21096.57,R5,2025-04-27,Approved,2025-04-28,RISK_ENGINE
APP-202333,CUST-100738,Personal,22010.22,R2,2025-04-27,Approved,2025-05-01,RISK_ENGINE
APP-202765,CUST-106553,Auto,29191.81,R1,2025-04-27,Approved,2025-04-28,RISK_ENGINE
APP-203728,CUST-104168,Personal,13630.6,R3,2025-04-27,Approved,2025-04-28,RISK_ENGINE
APP-203957,CUST-105669,Credit Card,14199.15,R6,2025-04-27,Approved,2025-04-28,RISK_ENGINE
APP-204145,CUST-100671,Auto,45562.43,R4,2025-04-27,Approved,2025-04-30,RISK_ENGINE
APP-204532,CUST-105845,Personal,10678.86,R2,2025-04-27,Approved,2025-04-28,RISK_ENGINE
APP-205219,CUST-101730,Credit Card,8826.12,R5,2025-04-27,Approved,2025-04-28,RISK_ENGINE
APP-205290,CUST-104574,Auto,42932.28,R5,2025-04-27,Approved,2025-04-29,RISK_ENGINE
APP-205704,CUST-104222,Personal,33908.11,R1,2025-04-27,Declined,2025-05-01,RISK_ENGINE
APP-205999,CUST-103319,Personal,7806.17,R3,2025-04-27,Approved,2025-05-01,RISK_ENGINE
APP-206245,CUST-105798,Auto,22601.81,R4,2025-04-27,Approved,2025-05-01,RISK_ENGINE
APP-206435,CUST-101916,HELOC,148910.7,R2,2025-04-27,Approved,2025-04-29,RISK_ENGINE
APP-206493,CUST-101444,Credit Card,20539.42,R2,2025-04-27,Declined,2025-05-01,RISK_ENGINE
APP-207428,CUST-103881,HELOC,137488.68,R2,2025-04-27,Approved,2025-04-28,RISK_ENGINE
APP-207930,CUST-104347,Auto,36226.49,R5,2025-04-27,Approved,2025-04-29,RISK_ENGINE
APP-209917,CUST-106552,Credit Card,514.68,R4,2025-04-27,Approved,2025-04-29,RISK_ENGINE
APP-210560,CUST-107592,Personal,31578.0,R4,2025-04-27,Approved,2025-05-01,RISK_ENGINE
APP-210580,CUST-104907,Personal,16941.79,R4,2025-04-27,Approved,2025-04-30,RISK_ENGINE
