contact_id,loan_id,customer_id,contact_date,collector_ref_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000690,LN-501311,CUST-101778,2025-05-15,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000911,LN-501747,CUST-104020,2025-05-15,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000957,LN-501838,CUST-104354,2025-05-15,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000967,LN-501852,CUST-102378,2025-05-15,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001050,LN-502033,CUST-102329,2025-05-15,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001091,LN-502136,CUST-107577,2025-05-15,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001999,LN-503915,CUST-100333,2025-05-15,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002914,LN-505826,CUST-101930,2025-05-15,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003122,LN-506194,CUST-103229,2025-05-15,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003194,LN-506369,CUST-103772,2025-05-15,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60003551,LN-507026,CUST-103345,2025-05-15,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003679,LN-507274,CUST-103131,2025-05-15,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003931,LN-507812,CUST-104624,2025-05-15,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003948,LN-507837,CUST-107077,2025-05-15,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004120,LN-508145,CUST-102522,2025-05-15,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004253,LN-508410,CUST-107181,2025-05-15,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
