payment_id,loan_id,customer_id,payment_date,payment_amount,scheduled_amount,payment_type,payment_method,payment_status,is_reversal_flag,nsf_flag,original_payment_id,effective_date,ingestion_date,is_late_arrival,is_corrupt_record
PMT-9011438,LN-505359,CUST-103024,2025-02-19,661.65,661.65,Scheduled,ACH,Posted,False,False,,2025-02-19,2025-03-01,True,False
PMT-9011583,LN-504886,CUST-107300,2025-02-20,159.5,0.0,Extra,ACH,Posted,False,False,,2025-02-20,2025-03-01,True,False
PMT-9011642,LN-507933,CUST-101098,2025-02-20,90.85,90.85,Scheduled,ACH,Posted,False,False,,2025-02-20,2025-03-01,True,False
PMT-9012289,LN-502674,CUST-102762,2025-02-23,164.2,164.2,Scheduled,ACH,Returned,False,True,,2025-02-23,2025-03-01,True,False
PMT-9012361,LN-509090,CUST-101698,2025-02-23,659.82,659.82,Scheduled,Debit Card,Posted,False,False,,2025-02-23,2025-03-01,True,False
PMT-9012554,LN-503148,CUST-102102,2025-02-24,136.39,136.39,Scheduled,ACH,Posted,False,False,,2025-02-24,2025-03-01,True,False
PMT-9012668,LN-503964,CUST-106582,2025-02-24,1776.52,1776.52,Scheduled,ACH,Posted,False,False,,2025-02-24,2025-03-01,True,False
PMT-9012868,LN-503844,CUST-100165,2025-02-25,163.45,0.0,Extra,ACH,Posted,False,False,,2025-02-25,2025-03-01,True,False
PMT-9013102,LN-506154,CUST-102952,2025-02-26,781.12,781.12,Scheduled,Debit Card,Posted,False,False,,2025-02-26,2025-03-01,True,False
PMT-9013774,LN-505662,CUST-104065,2025-03-01,1083.01,1083.01,Scheduled,ACH,Posted,False,False,,2025-03-01,2025-03-01,False,False
PMT-9013775,LN-506213,CUST-100454,2025-03-01,233.88,233.88,Scheduled,Cash,Posted,False,False,,2025-03-01,2025-03-01,False,False
PMT-9013776,LN-504408,CUST-106158,2025-03-01,814.63,814.63,Scheduled,ACH,Posted,False,False,,2025-03-01,2025-03-01,False,False
PMT-9013777,LN-509716,CUST-102140,2025-03-01,960.77,960.77,Scheduled,ACH,Posted,False,False,,2025-03-01,2025-03-01,False,False
