loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-501588,APP-201712,CUST-107730,Personal,Personal Standard,2024-06-24,2024-06-25,34783.23,0.1721,39,False,None,16,R5,LOAN_SERVICING
LN-502192,APP-202370,CUST-101890,Auto,Auto Standard,2024-06-24,2024-06-24,13134.66,0.0886,49,True,Vehicle,1,R5,LOAN_SERVICING
LN-502202,APP-202381,CUST-102495,Personal,Personal Standard,2024-06-24,2024-06-25,8081.58,0.1237,24,False,None,20,R7,LOAN_SERVICING
LN-503066,APP-203317,CUST-104129,Credit Card,Credit Card Standard,2024-06-24,2024-06-25,15443.8,0.1828,0,False,None,7,R5,LOAN_SERVICING
LN-503214,APP-203484,CUST-101154,Auto,Auto Standard,2024-06-24,2024-06-25,36351.97,0.0832,52,True,Vehicle,11,R4,LOAN_SERVICING
LN-505913,APP-206425,CUST-101800,Personal,Personal Standard,2024-06-24,2024-06-26,4079.39,0.0912,22,False,None,20,R5,LOAN_SERVICING
LN-506595,APP-207167,CUST-105674,Auto,Auto Standard,2024-06-24,2024-06-25,32263.87,0.0651,67,True,Vehicle,28,R4,LOAN_SERVICING
LN-506676,APP-207251,CUST-102573,Credit Card,Credit Card Standard,2024-06-24,2024-06-26,6997.06,0.1862,0,False,None,15,R3,LOAN_SERVICING
LN-506765,APP-207351,CUST-101563,Credit Card,Credit Card Standard,2024-06-24,2024-06-24,11339.93,0.1798,0,False,None,8,R4,LOAN_SERVICING
LN-506825,APP-207411,CUST-104892,Auto,Auto Standard,2024-06-24,2024-06-25,34112.14,0.0764,48,True,Vehicle,4,R2,LOAN_SERVICING
LN-507008,APP-207606,CUST-106544,Credit Card,Credit Card Standard,2024-06-24,2024-06-24,12516.25,0.1606,0,False,None,20,R2,LOAN_SERVICING
LN-508234,APP-208929,CUST-103620,Personal,Personal Standard,2024-06-24,2024-06-24,26227.32,0.1219,36,False,None,16,R3,LOAN_SERVICING
LN-508771,APP-209515,CUST-101957,Auto,Auto Standard,2024-06-24,2024-06-25,31433.16,0.0916,47,True,Vehicle,16,R4,LOAN_SERVICING
LN-509108,APP-209878,CUST-104249,Auto,Auto Standard,2024-06-24,2024-06-25,9288.29,0.0924,59,True,Vehicle,23,R1,LOAN_SERVICING
