ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700207,LN-503996,CUST-105079,CTC-60002039,COL-1069,2025-05-28,2025-06-03,66.22,Kept,66.22,2025-05-30
PTP-700260,LN-505053,CUST-106850,CTC-60002588,COL-1079,2025-05-28,2025-06-02,50.0,Kept,50.0,2025-06-04
PTP-700513,LN-509731,CUST-104578,CTC-60004894,COL-1079,2025-05-28,2025-06-09,170.69,Kept,170.69,2025-06-07
PTP-700533,LN-500006,CUST-104241,CTC-60005086,COL-1018,2025-05-28,2025-06-01,305.1,Kept,305.1,2025-06-02
PTP-700857,LN-508975,CUST-105256,CTC-60008378,COL-1105,2025-05-28,2025-06-10,287.23,Kept,287.23,2025-06-01
PTP-700930,LN-500790,CUST-101536,CTC-60009084,COL-1053,2025-05-28,2025-06-07,384.25,Kept,384.25,2025-05-28
PTP-701020,LN-503692,CUST-103570,CTC-60009945,COL-1049,2025-05-28,2025-06-08,673.21,Kept,673.21,2025-05-31
PTP-701084,LN-505913,CUST-101800,CTC-60010656,COL-1042,2025-05-28,2025-06-05,354.15,Kept,354.15,2025-05-30
PTP-701175,LN-509058,CUST-106354,CTC-60011515,COL-1051,2025-05-28,2025-05-30,284.85,Kept,284.85,2025-06-01
PTP-701727,LN-508434,CUST-107242,CTC-60016891,COL-1094,2025-05-28,2025-06-01,1197.24,Broken,0.0,
PTP-701775,LN-509254,CUST-101098,CTC-60017325,COL-1036,2025-05-28,2025-05-30,468.63,Partial,153.4,2025-05-30
