application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-201390,CUST-103425,Auto,49522.85,R6,2024-11-30,Approved,2024-12-01,RISK_ENGINE
APP-201812,CUST-102773,Personal,14439.21,R3,2024-11-30,Approved,2024-12-04,RISK_ENGINE
APP-202287,CUST-105321,Credit Card,20572.86,R1,2024-11-30,Declined,2024-12-03,RISK_ENGINE
APP-202380,CUST-105139,Credit Card,22474.38,R2,2024-11-30,Approved,2024-12-02,RISK_ENGINE
APP-202951,CUST-100828,Mortgage,325310.33,R4,2024-11-30,Approved,2024-12-01,RISK_ENGINE
APP-203491,CUST-105483,Auto,24148.58,R2,2024-11-30,Approved,2024-12-03,RISK_ENGINE
APP-204505,CUST-102833,HELOC,146299.71,R5,2024-11-30,Approved,2024-12-03,RISK_ENGINE
APP-204700,CUST-106793,Auto,37379.01,R4,2024-11-30,Approved,2024-12-04,RISK_ENGINE
APP-204731,CUST-104506,Auto,35804.77,R3,2024-11-30,Declined,2024-12-02,RISK_ENGINE
APP-206879,CUST-107396,Auto,9189.39,R6,2024-11-30,Approved,2024-12-02,RISK_ENGINE
APP-207246,CUST-104729,Credit Card,2215.48,R7,2024-11-30,Approved,2024-12-01,RISK_ENGINE
APP-208064,CUST-104143,Personal,21276.06,R4,2024-11-30,Approved,2024-12-04,RISK_ENGINE
APP-208738,CUST-104773,Personal,21076.61,R1,2024-11-30,Approved,2024-12-04,RISK_ENGINE
APP-209429,CUST-104595,HELOC,26191.22,R4,2024-11-30,Approved,2024-12-03,RISK_ENGINE
APP-210287,CUST-102430,HELOC,32014.02,R5,2024-11-30,Approved,2024-12-01,RISK_ENGINE
APP-210542,CUST-103006,Auto,34667.54,R2,2024-11-30,Approved,2024-12-01,RISK_ENGINE
APP-210697,CUST-106698,Personal,12672.74,R4,2024-11-30,Approved,2024-12-02,RISK_ENGINE
