ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700223,LN-504422,CUST-103396,CTC-60002255,COL-1085,2025-06-11,2025-06-24,165.33,Kept,165.33,2025-06-19
PTP-700290,LN-505699,CUST-107624,CTC-60002865,COL-1000,2025-06-11,2025-06-20,76.44,Kept,76.44,2025-06-16
PTP-700320,LN-506267,CUST-100768,CTC-60003143,COL-1100,2025-06-11,2025-06-20,50.0,Kept,50.0,2025-06-16
PTP-700426,LN-508180,CUST-105605,CTC-60004128,COL-1073,2025-06-11,2025-06-25,186.89,Kept,186.89,2025-06-17
PTP-700490,LN-509392,CUST-105742,CTC-60004698,COL-1019,2025-06-11,2025-06-19,61.2,Broken,0.0,
PTP-700673,LN-503747,CUST-101124,CTC-60006483,COL-1105,2025-06-11,2025-06-23,274.89,Broken,0.0,
PTP-700740,LN-505598,CUST-107822,CTC-60007170,COL-1070,2025-06-11,2025-06-19,204.58,Partial,99.47,2025-06-19
PTP-700743,LN-505665,CUST-104813,CTC-60007191,COL-1009,2025-06-11,2025-06-24,277.16,Kept,277.16,2025-06-18
PTP-700842,LN-508396,CUST-104312,CTC-60008206,COL-1070,2025-06-11,2025-06-22,327.93,Broken,0.0,
PTP-701333,LN-502337,CUST-100879,CTC-60013046,COL-1005,2025-06-11,2025-06-22,1111.42,Broken,0.0,
PTP-701417,LN-503797,CUST-100743,CTC-60013934,COL-1017,2025-06-11,2025-06-14,610.33,Partial,385.91,2025-06-14
PTP-701687,LN-508059,CUST-103076,CTC-60016497,COL-1005,2025-06-11,2025-06-20,387.83,Kept,387.83,2025-06-16
PTP-701770,LN-509157,CUST-100866,CTC-60017267,COL-1084,2025-06-11,2025-06-23,1326.0,Kept,1326.0,2025-06-12
