application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200711,CUST-103290,Personal,26877.05,R4,2024-08-09,Approved,2024-08-12,RISK_ENGINE
APP-200970,CUST-106830,Personal,6397.7,R5,2024-08-09,Approved,2024-08-10,RISK_ENGINE
APP-201320,CUST-101073,Auto,35421.23,R3,2024-08-09,Approved,2024-08-13,RISK_ENGINE
APP-201566,CUST-100336,Auto,12258.75,R5,2024-08-09,Approved,2024-08-13,RISK_ENGINE
APP-202980,CUST-107460,Personal,9730.15,R2,2024-08-09,Approved,2024-08-12,RISK_ENGINE
APP-203299,CUST-101773,Auto,15634.54,R1,2024-08-09,Approved,2024-08-11,RISK_ENGINE
APP-203582,CUST-100213,Personal,6633.45,R4,2024-08-09,Declined,2024-08-13,RISK_ENGINE
APP-203586,CUST-104780,Credit Card,10272.29,R2,2024-08-09,Approved,2024-08-12,RISK_ENGINE
APP-203737,CUST-103160,Auto,30976.2,R5,2024-08-09,Approved,2024-08-13,RISK_ENGINE
APP-204085,CUST-103193,Personal,12628.92,R4,2024-08-09,Approved,2024-08-12,RISK_ENGINE
APP-204270,CUST-103588,Mortgage,645495.63,R3,2024-08-09,Approved,2024-08-10,RISK_ENGINE
APP-204377,CUST-104199,Auto,17344.17,R4,2024-08-09,Approved,2024-08-13,RISK_ENGINE
APP-204682,CUST-107441,HELOC,24530.6,R3,2024-08-09,Approved,2024-08-13,RISK_ENGINE
APP-204822,CUST-104427,Personal,31162.91,R5,2024-08-09,Approved,2024-08-13,RISK_ENGINE
APP-205041,CUST-101843,Personal,11790.55,R1,2024-08-09,Approved,2024-08-13,RISK_ENGINE
APP-206284,CUST-107865,Auto,21354.8,R2,2024-08-09,Approved,2024-08-10,RISK_ENGINE
APP-206467,CUST-101613,Auto,44964.72,R2,2024-08-09,Approved,2024-08-10,RISK_ENGINE
APP-206725,CUST-105449,Personal,34309.87,R2,2024-08-09,Approved,2024-08-13,RISK_ENGINE
APP-206872,CUST-107968,Auto,18414.43,R2,2024-08-09,Approved,2024-08-13,RISK_ENGINE
APP-207145,CUST-104796,Auto,27526.07,R5,2024-08-09,Approved,2024-08-13,RISK_ENGINE
APP-207646,CUST-102412,Personal,3190.87,R4,2024-08-09,Approved,2024-08-12,RISK_ENGINE
APP-207765,CUST-103116,Credit Card,24617.47,R4,2024-08-09,Approved,2024-08-11,RISK_ENGINE
APP-207868,CUST-102892,Personal,11023.96,R4,2024-08-09,Approved,2024-08-10,RISK_ENGINE
APP-209124,CUST-107181,Auto,16802.38,R4,2024-08-09,Approved,2024-08-10,RISK_ENGINE
APP-209787,CUST-102482,Auto,24667.0,R3,2024-08-09,Approved,2024-08-12,RISK_ENGINE
APP-209788,CUST-104276,Credit Card,5652.34,R2,2024-08-09,Approved,2024-08-11,RISK_ENGINE
APP-210806,CUST-104550,Personal,20902.56,R3,2024-08-09,Approved,2024-08-11,RISK_ENGINE
APP-210818,CUST-103824,HELOC,129129.64,R2,2024-08-09,Approved,2024-08-12,RISK_ENGINE
