application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200324,CUST-100532,HELOC,18834.73,R5,2024-04-01,Approved,2024-04-02,RISK_ENGINE
APP-200940,CUST-106843,Auto,14669.8,R3,2024-04-01,Approved,2024-04-03,RISK_ENGINE
APP-201082,CUST-106209,Auto,49393.32,R1,2024-04-01,Approved,2024-04-03,RISK_ENGINE
APP-201696,CUST-103000,Personal,6797.11,R3,2024-04-01,Approved,2024-04-05,RISK_ENGINE
APP-201914,CUST-101338,Auto,8774.83,R6,2024-04-01,Approved,2024-04-02,RISK_ENGINE
APP-201975,CUST-101822,Credit Card,22527.73,R6,2024-04-01,Approved,2024-04-05,RISK_ENGINE
APP-202345,CUST-106815,Credit Card,19395.71,R6,2024-04-01,Approved,2024-04-04,RISK_ENGINE
APP-202391,CUST-100365,Personal,6764.21,R1,2024-04-01,Approved,2024-04-03,RISK_ENGINE
APP-202774,CUST-103693,Auto,40774.12,R5,2024-04-01,Approved,2024-04-04,RISK_ENGINE
APP-203036,CUST-100024,Auto,45297.3,R1,2024-04-01,Approved,2024-04-02,RISK_ENGINE
APP-203623,CUST-107133,Personal,15108.92,R5,2024-04-01,Approved,2024-04-04,RISK_ENGINE
APP-203993,CUST-103677,Auto,30742.77,R4,2024-04-01,Approved,2024-04-03,RISK_ENGINE
APP-204140,CUST-101497,Auto,37396.83,R1,2024-04-01,Approved,2024-04-05,RISK_ENGINE
APP-204158,CUST-100139,Auto,19225.54,R4,2024-04-01,Approved,2024-04-02,RISK_ENGINE
APP-206943,CUST-103352,Personal,7324.67,R2,2024-04-01,Approved,2024-04-04,RISK_ENGINE
APP-209386,CUST-101755,Personal,19135.01,R4,2024-04-01,Approved,2024-04-05,RISK_ENGINE
APP-209553,CUST-100369,Auto,27743.6,R2,2024-04-01,Approved,2024-04-05,RISK_ENGINE
APP-209671,CUST-103081,Auto,49237.65,R5,2024-04-01,Approved,2024-04-02,RISK_ENGINE
APP-210074,CUST-103025,Mortgage,465609.19,R5,2024-04-01,Approved,2024-04-02,RISK_ENGINE
APP-210355,CUST-106725,Credit Card,23800.02,R1,2024-04-01,Approved,2024-04-02,RISK_ENGINE
APP-210762,CUST-106761,Personal,20979.59,R1,2024-04-01,Approved,2024-04-03,RISK_ENGINE
