ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700005,LN-500071,CUST-103632,CTC-60000035,COL-1100,2025-02-18,2025-03-03,214.79,Kept,214.79,2025-03-03
PTP-700123,LN-502452,CUST-103937,CTC-60001237,COL-1030,2025-02-18,2025-02-27,50.0,Partial,33.43,2025-02-27
PTP-700566,LN-500739,CUST-102269,CTC-60005357,COL-1065,2025-02-18,2025-02-23,329.4,Kept,329.4,2025-02-21
PTP-700675,LN-503773,CUST-105339,CTC-60006493,COL-1068,2025-02-18,2025-02-21,337.47,Kept,337.47,2025-02-18
PTP-700690,LN-503991,CUST-100836,CTC-60006606,COL-1054,2025-02-18,2025-03-01,350.05,Kept,350.05,2025-02-20
PTP-700827,LN-508103,CUST-104940,CTC-60008063,COL-1065,2025-02-18,2025-02-28,263.56,Kept,263.56,2025-02-22
PTP-701043,LN-504487,CUST-104452,CTC-60010242,COL-1104,2025-02-18,2025-02-22,370.07,Kept,370.07,2025-02-24
PTP-701234,LN-500669,CUST-103028,CTC-60012119,COL-1034,2025-02-18,2025-02-28,895.35,Kept,895.35,2025-02-25
PTP-701441,LN-504093,CUST-103028,CTC-60014084,COL-1094,2025-02-18,2025-02-23,1195.97,Kept,1195.97,2025-02-22
PTP-701523,LN-505292,CUST-101533,CTC-60014842,COL-1064,2025-02-18,2025-02-28,495.97,Broken,0.0,
PTP-701661,LN-507768,CUST-103654,CTC-60016192,COL-1003,2025-02-18,2025-02-21,734.04,Broken,0.0,
PTP-701746,LN-508796,CUST-103497,CTC-60017088,COL-1092,2025-02-18,2025-02-22,634.61,Kept,634.61,2025-02-24
PTP-701817,LN-509929,CUST-102914,CTC-60017695,COL-1094,2025-02-18,2025-02-28,651.21,Kept,651.21,2025-03-02
