payment_id,loan_id,customer_id,payment_date,payment_amount,scheduled_amount,payment_type,payment_method,payment_status,is_reversal_flag,nsf_flag,original_payment_id,effective_date,ingestion_date,is_late_arrival,is_corrupt_record
PMT-9007035,LN-508319,CUST-104819,2025-02-02,380.82,380.82,Scheduled,ACH,Posted,False,False,,2025-02-02,2025-02-12,True,False
PMT-9007305,LN-505872,CUST-106606,2025-02-03,240.77,240.77,Scheduled,ACH,Posted,False,False,,2025-02-03,2025-02-12,True,False
PMT-9007399,LN-503169,CUST-104990,2025-02-03,1104.19,1104.19,Scheduled,Debit Card,Posted,False,False,,2025-02-03,2025-02-12,True,False
PMT-9007812,LN-509022,CUST-107257,2025-02-05,945.18,945.18,Scheduled,Debit Card,Posted,False,False,,2025-02-05,2025-02-12,True,False
PMT-9008569,LN-504582,CUST-107356,2025-02-08,463.84,463.84,Scheduled,ACH,Posted,False,False,,2025-02-08,2025-02-12,True,False
PMT-9008583,LN-503715,CUST-107020,2025-02-08,863.52,863.52,Scheduled,ACH,Posted,False,False,,2025-02-08,2025-02-12,True,False
PMT-9008679,LN-503859,CUST-106267,2025-02-08,389.02,389.02,Scheduled,ACH,Posted,False,False,,2025-02-08,2025-02-12,True,False
PMT-9008830,LN-509819,CUST-104881,2025-02-08,320.02,320.02,Scheduled,ACH,Posted,False,False,,2025-02-08,2025-02-12,True,False
PMT-9008942,LN-502877,CUST-100469,2025-02-09,119.59,119.59,Scheduled,Debit Card,Posted,False,False,,2025-02-09,2025-02-12,True,False
PMT-9009551,LN-501881,CUST-104091,2025-02-12,226.74,226.74,Scheduled,ACH,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009552,LN-505764,CUST-107458,2025-02-12,217.17,217.17,Scheduled,Debit Card,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009553,LN-509557,CUST-102588,2025-02-12,460.65,460.65,Scheduled,ACH,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009554,LN-503164,CUST-100257,2025-02-12,417.5,417.5,Scheduled,ACH,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009555,LN-506729,CUST-104775,2025-02-12,123.71,123.71,Scheduled,Debit Card,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009556,LN-505282,CUST-103708,2025-02-12,568.65,568.65,Scheduled,ACH,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009557,LN-502377,CUST-105712,2025-02-12,842.3,842.3,Scheduled,Debit Card,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009558,LN-504272,CUST-102092,2025-02-12,245.29,245.29,Scheduled,ACH,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009559,LN-501429,CUST-104593,2025-02-12,752.76,752.76,Scheduled,Check,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009560,LN-509318,CUST-104386,2025-02-12,744.54,744.54,Scheduled,Cash,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009561,LN-507244,CUST-100430,2025-02-12,939.67,939.67,Scheduled,ACH,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009562,LN-506507,CUST-105613,2025-02-12,259.08,259.08,Scheduled,Debit Card,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009563,LN-502813,CUST-107514,2025-02-12,965.45,965.45,Scheduled,ACH,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009564,LN-501847,CUST-105058,2025-02-12,421.68,421.68,Scheduled,ACH,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009565,LN-506526,CUST-107723,2025-02-12,804.79,804.79,Scheduled,Check,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009566,LN-501373,CUST-105870,2025-02-12,778.79,778.79,Scheduled,ACH,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009567,LN-508532,CUST-107470,2025-02-12,1130.81,1130.81,Scheduled,Check,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009568,LN-501078,CUST-106922,2025-02-12,808.07,808.07,Scheduled,Debit Card,Posted,False,False,,2025-02-12,2025-02-12,False,False
PMT-9009569,LN-507660,CUST-105703,2025-02-12,638.61,638.61,Scheduled,ACH,Posted,False,False,,2025-02-12,2025-02-12,False,False
