loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500268,APP-200287,CUST-105404,Personal,Personal Standard,2024-06-02,2024-06-03,19705.68,0.1435,19,False,None,23,R3,LOAN_SERVICING
LN-500304,APP-200326,CUST-106100,Auto,Auto Standard,2024-06-02,2024-06-03,29563.71,0.0849,53,True,Vehicle,10,R1,LOAN_SERVICING
LN-501083,APP-201157,CUST-106493,Credit Card,Credit Card Standard,2024-06-02,2024-06-03,17378.92,0.15,0,False,None,21,R2,LOAN_SERVICING
LN-501153,APP-201233,CUST-101766,Auto,Auto Standard,2024-06-02,2024-06-02,11901.2,0.0783,59,True,Vehicle,3,R7,LOAN_SERVICING
LN-502865,APP-203102,CUST-106563,Auto,Auto Standard,2024-06-02,2024-06-02,34568.94,0.0809,56,True,Vehicle,27,R5,LOAN_SERVICING
LN-503729,APP-204041,CUST-104601,Auto,Auto Standard,2024-06-02,2024-06-04,39649.39,0.0909,44,True,Vehicle,1,R5,LOAN_SERVICING
LN-504149,APP-204504,CUST-102000,Auto,Auto Standard,2024-06-02,2024-06-03,8440.56,0.1058,58,True,Vehicle,27,R3,LOAN_SERVICING
LN-505254,APP-205709,CUST-102090,HELOC,HELOC Standard,2024-06-02,2024-06-03,49119.4,0.0629,169,True,Real Estate,17,R5,LOAN_SERVICING
LN-505471,APP-205941,CUST-104979,Auto,Auto Standard,2024-06-02,2024-06-03,16394.05,0.1011,67,True,Vehicle,25,R1,LOAN_SERVICING
LN-505482,APP-205953,CUST-104488,Auto,Auto Standard,2024-06-02,2024-06-02,42167.63,0.0673,64,True,Vehicle,4,R2,LOAN_SERVICING
LN-505512,APP-205988,CUST-100610,Personal,Personal Standard,2024-06-02,2024-06-02,30192.96,0.12,25,False,None,13,R6,LOAN_SERVICING
LN-507491,APP-208137,CUST-104366,Credit Card,Credit Card Standard,2024-06-02,2024-06-02,21059.92,0.1776,0,False,None,28,R1,LOAN_SERVICING
LN-508184,APP-208876,CUST-106596,Personal,Personal Standard,2024-06-02,2024-06-03,24915.44,0.2174,44,False,None,18,R5,LOAN_SERVICING
LN-508190,APP-208882,CUST-107479,Personal,Personal Standard,2024-06-02,2024-06-03,4877.3,0.2069,44,False,None,24,R2,LOAN_SERVICING
