ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700085,LN-501600,CUST-107767,CTC-60000834,COL-1100,2025-06-13,2025-06-22,57.97,Kept,57.97,2025-06-19
PTP-700101,LN-501908,CUST-101107,CTC-60001001,COL-1073,2025-06-13,2025-06-18,151.13,Kept,151.13,2025-06-19
PTP-700413,LN-507960,CUST-107733,CTC-60004025,COL-1079,2025-06-13,2025-06-22,115.9,Kept,115.9,2025-06-17
PTP-700594,LN-501582,CUST-102813,CTC-60005664,COL-1102,2025-06-13,2025-06-18,392.88,Kept,392.88,2025-06-17
PTP-700597,LN-501622,CUST-105369,CTC-60005698,COL-1118,2025-06-13,2025-06-17,284.44,Kept,284.44,2025-06-19
PTP-701000,LN-503154,CUST-104307,CTC-60009769,COL-1091,2025-06-13,2025-06-21,292.65,Kept,292.65,2025-06-23
PTP-701099,LN-506279,CUST-104353,CTC-60010759,COL-1049,2025-06-13,2025-06-18,322.89,Kept,322.89,2025-06-20
PTP-701171,LN-508910,CUST-107369,CTC-60011501,COL-1095,2025-06-13,2025-06-15,380.15,Broken,0.0,
PTP-701638,LN-507465,CUST-103560,CTC-60015995,COL-1026,2025-06-13,2025-06-23,714.39,Broken,0.0,
PTP-701688,LN-508059,CUST-103076,CTC-60016498,COL-1039,2025-06-13,2025-06-17,1032.21,Broken,0.0,
PTP-701782,LN-509563,CUST-104903,CTC-60017406,COL-1092,2025-06-13,2025-06-24,337.29,Kept,337.29,2025-06-18
PTP-701785,LN-509574,CUST-103907,CTC-60017429,COL-1055,2025-06-13,2025-06-17,853.16,Partial,574.73,2025-06-17
