ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700150,LN-502942,CUST-106110,CTC-60001503,COL-1085,2025-06-09,2025-06-18,173.77,Broken,0.0,
PTP-700216,LN-504266,CUST-105175,CTC-60002180,COL-1114,2025-06-09,2025-06-15,145.67,Broken,0.0,
PTP-700282,LN-505383,CUST-103650,CTC-60002747,COL-1116,2025-06-09,2025-06-14,84.62,Kept,84.62,2025-06-14
PTP-700598,LN-501671,CUST-103893,CTC-60005724,COL-1008,2025-06-09,2025-06-14,235.82,Broken,0.0,
PTP-700901,LN-509865,CUST-104533,CTC-60008770,COL-1048,2025-06-09,2025-06-15,493.28,Kept,493.28,2025-06-17
PTP-700944,LN-501537,CUST-100694,CTC-60009265,COL-1107,2025-06-09,2025-06-14,688.97,Broken,0.0,
PTP-701052,LN-504710,CUST-104389,CTC-60010329,COL-1107,2025-06-09,2025-06-17,781.88,Partial,499.06,2025-06-17
PTP-701080,LN-505844,CUST-106893,CTC-60010625,COL-1010,2025-06-09,2025-06-17,468.81,Kept,468.81,2025-06-17
PTP-701257,LN-500957,CUST-107969,CTC-60012285,COL-1094,2025-06-09,2025-06-18,867.19,Kept,867.19,2025-06-11
PTP-701538,LN-505644,CUST-107805,CTC-60014979,COL-1057,2025-06-09,2025-06-16,1338.74,Kept,1338.74,2025-06-17
PTP-701743,LN-508744,CUST-100466,CTC-60017047,COL-1045,2025-06-09,2025-06-11,397.2,Kept,397.2,2025-06-13
