application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-201139,CUST-107777,Auto,39951.04,R4,2024-10-15,Approved,2024-10-17,RISK_ENGINE
APP-201247,CUST-100576,Personal,13330.76,R4,2024-10-15,Approved,2024-10-19,RISK_ENGINE
APP-201824,CUST-100837,Auto,21291.93,R2,2024-10-15,Approved,2024-10-17,RISK_ENGINE
APP-202568,CUST-100889,HELOC,79482.59,R4,2024-10-15,Approved,2024-10-17,RISK_ENGINE
APP-203729,CUST-101234,Auto,25138.22,R2,2024-10-15,Approved,2024-10-17,RISK_ENGINE
APP-203885,CUST-105777,Credit Card,24074.51,R4,2024-10-15,Approved,2024-10-18,RISK_ENGINE
APP-204547,CUST-101920,Auto,44153.86,R4,2024-10-15,Approved,2024-10-17,RISK_ENGINE
APP-204839,CUST-102442,Credit Card,1912.95,R3,2024-10-15,Approved,2024-10-19,RISK_ENGINE
APP-204919,CUST-107130,Auto,48397.15,R1,2024-10-15,Approved,2024-10-16,RISK_ENGINE
APP-204968,CUST-105888,Auto,41757.8,R2,2024-10-15,Approved,2024-10-19,RISK_ENGINE
APP-205209,CUST-105190,Auto,37609.6,R5,2024-10-15,Approved,2024-10-16,RISK_ENGINE
APP-205679,CUST-105617,Personal,25166.57,R4,2024-10-15,Approved,2024-10-16,RISK_ENGINE
APP-206392,CUST-106912,Personal,25007.46,R2,2024-10-15,Approved,2024-10-19,RISK_ENGINE
APP-206546,CUST-103721,Auto,43111.57,R2,2024-10-15,Approved,2024-10-17,RISK_ENGINE
APP-206799,CUST-102164,HELOC,71829.73,R3,2024-10-15,Approved,2024-10-19,RISK_ENGINE
APP-207196,CUST-106986,Auto,45899.82,R4,2024-10-15,Approved,2024-10-19,RISK_ENGINE
APP-207325,CUST-105043,Credit Card,5178.07,R7,2024-10-15,Approved,2024-10-16,RISK_ENGINE
APP-207564,CUST-102931,Auto,34419.2,R3,2024-10-15,Approved,2024-10-17,RISK_ENGINE
APP-208147,CUST-100544,HELOC,39992.56,R3,2024-10-15,Declined,2024-10-16,RISK_ENGINE
APP-208191,CUST-104491,Auto,46693.21,R5,2024-10-15,Approved,2024-10-16,RISK_ENGINE
APP-209045,CUST-106895,Auto,36504.29,R3,2024-10-15,Approved,2024-10-19,RISK_ENGINE
APP-209256,CUST-107470,Personal,27757.61,R5,2024-10-15,Approved,2024-10-19,RISK_ENGINE
APP-209390,CUST-106675,Personal,28353.06,R2,2024-10-15,Approved,2024-10-16,RISK_ENGINE
APP-210437,CUST-103750,Auto,26461.03,R4,2024-10-15,Approved,2024-10-17,RISK_ENGINE
