application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200052,CUST-101729,Auto,29691.86,R5,2025-03-11,Approved,2025-03-13,RISK_ENGINE
APP-200415,CUST-105142,Credit Card,7022.58,R2,2025-03-11,Approved,2025-03-14,RISK_ENGINE
APP-201090,CUST-107306,Credit Card,16373.24,R5,2025-03-11,Approved,2025-03-13,RISK_ENGINE
APP-201135,CUST-102668,Personal,34322.9,R4,2025-03-11,Approved,2025-03-15,RISK_ENGINE
APP-201586,CUST-105083,HELOC,54476.26,R2,2025-03-11,Approved,2025-03-14,RISK_ENGINE
APP-203136,CUST-102981,Auto,38486.53,R5,2025-03-11,Declined,2025-03-13,RISK_ENGINE
APP-203410,CUST-100271,HELOC,88380.67,R3,2025-03-11,Approved,2025-03-14,RISK_ENGINE
APP-203469,CUST-106206,HELOC,50103.22,R5,2025-03-11,Approved,2025-03-13,RISK_ENGINE
APP-204097,CUST-103065,Auto,50100.38,R4,2025-03-11,Approved,2025-03-14,RISK_ENGINE
APP-205436,CUST-107168,Credit Card,10026.21,R2,2025-03-11,Approved,2025-03-15,RISK_ENGINE
APP-205642,CUST-101701,Mortgage,355604.47,R4,2025-03-11,Approved,2025-03-15,RISK_ENGINE
APP-205668,CUST-105401,Personal,28285.14,R5,2025-03-11,Approved,2025-03-12,RISK_ENGINE
APP-206070,CUST-105266,Mortgage,522798.92,R3,2025-03-11,Approved,2025-03-12,RISK_ENGINE
APP-206136,CUST-104628,Auto,38312.2,R4,2025-03-11,Approved,2025-03-12,RISK_ENGINE
APP-208138,CUST-100971,Personal,9819.56,R1,2025-03-11,Approved,2025-03-13,RISK_ENGINE
APP-208545,CUST-101647,Auto,41424.4,R4,2025-03-11,Approved,2025-03-14,RISK_ENGINE
APP-209217,CUST-103973,Personal,24498.85,R3,2025-03-11,Approved,2025-03-15,RISK_ENGINE
APP-209271,CUST-103783,Auto,9282.77,R6,2025-03-11,Declined,2025-03-12,RISK_ENGINE
APP-209627,CUST-101887,Auto,17556.26,R2,2025-03-11,Approved,2025-03-15,RISK_ENGINE
APP-210156,CUST-104962,Personal,29629.95,R2,2025-03-11,Approved,2025-03-13,RISK_ENGINE
APP-210195,CUST-103477,Personal,6689.15,R4,2025-03-11,Declined,2025-03-12,RISK_ENGINE
