application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200126,CUST-105031,Credit Card,15437.93,R4,2024-08-14,Declined,2024-08-18,RISK_ENGINE
APP-200348,CUST-107171,Credit Card,17876.92,R3,2024-08-14,Approved,2024-08-18,RISK_ENGINE
APP-200455,CUST-107638,Mortgage,236652.68,R2,2024-08-14,Approved,2024-08-16,RISK_ENGINE
APP-200707,CUST-102936,Auto,49569.84,R5,2024-08-14,Approved,2024-08-15,RISK_ENGINE
APP-201235,CUST-102262,Auto,13627.98,R4,2024-08-14,Approved,2024-08-18,RISK_ENGINE
APP-202360,CUST-103244,Personal,8830.51,R5,2024-08-14,Approved,2024-08-16,RISK_ENGINE
APP-202395,CUST-100833,Credit Card,24195.87,R2,2024-08-14,Approved,2024-08-15,RISK_ENGINE
APP-202522,CUST-104645,HELOC,137189.2,R3,2024-08-14,Approved,2024-08-15,RISK_ENGINE
APP-202784,CUST-103668,Credit Card,18175.84,R2,2024-08-14,Approved,2024-08-16,RISK_ENGINE
APP-203166,CUST-107136,HELOC,75009.5,R4,2024-08-14,Approved,2024-08-17,RISK_ENGINE
APP-203645,CUST-104534,Personal,29774.44,R5,2024-08-14,Approved,2024-08-18,RISK_ENGINE
APP-203798,CUST-100894,Credit Card,16530.35,R4,2024-08-14,Approved,2024-08-15,RISK_ENGINE
APP-203842,CUST-106581,Auto,54171.57,R3,2024-08-14,Approved,2024-08-18,RISK_ENGINE
APP-204183,CUST-105655,Auto,13226.16,R2,2024-08-14,Approved,2024-08-16,RISK_ENGINE
APP-204218,CUST-102650,Credit Card,558.1,R2,2024-08-14,Approved,2024-08-16,RISK_ENGINE
APP-204662,CUST-103385,Personal,16324.79,R2,2024-08-14,Approved,2024-08-15,RISK_ENGINE
APP-206082,CUST-103383,Personal,33457.71,R4,2024-08-14,Approved,2024-08-15,RISK_ENGINE
APP-206367,CUST-100185,Auto,17255.17,R1,2024-08-14,Approved,2024-08-17,RISK_ENGINE
APP-206564,CUST-100907,Auto,46737.84,R4,2024-08-14,Approved,2024-08-16,RISK_ENGINE
APP-206957,CUST-100846,Personal,25123.61,R2,2024-08-14,Approved,2024-08-16,RISK_ENGINE
APP-208649,CUST-105013,Credit Card,8920.35,R3,2024-08-14,Approved,2024-08-18,RISK_ENGINE
APP-209543,CUST-103679,Auto,51053.53,R2,2024-08-14,Approved,2024-08-18,RISK_ENGINE
APP-209851,CUST-102308,Auto,54316.09,R3,2024-08-14,Approved,2024-08-17,RISK_ENGINE
APP-210234,CUST-105278,Personal,30573.01,R2,2024-08-14,Approved,2024-08-15,RISK_ENGINE
APP-210503,CUST-102576,Auto,43859.37,R2,2024-08-14,Approved,2024-08-16,RISK_ENGINE
APP-210586,CUST-102993,Auto,22312.83,R6,2024-08-14,Approved,2024-08-15,RISK_ENGINE
APP-210829,CUST-104944,Mortgage,328562.09,R4,2024-08-14,Approved,2024-08-17,RISK_ENGINE
