loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500025,APP-200028,CUST-102800,Personal,Personal Standard,2024-09-02,2024-09-04,4349.6,0.2042,16,False,None,22,R1,LOAN_SERVICING
LN-500554,APP-200589,CUST-104960,Credit Card,Credit Card Standard,2024-09-02,2024-09-04,20795.75,0.1998,0,False,None,19,R1,LOAN_SERVICING
LN-501843,APP-201992,CUST-106317,Personal,Personal Standard,2024-09-02,2024-09-03,29137.16,0.1024,16,False,None,19,R3,LOAN_SERVICING
LN-502122,APP-202296,CUST-105915,Auto,Auto Standard,2024-09-02,2024-09-03,12784.54,0.0783,60,True,Vehicle,15,R5,LOAN_SERVICING
LN-502153,APP-202328,CUST-100703,Auto,Auto Standard,2024-09-02,2024-09-03,10236.48,0.0588,55,True,Vehicle,25,R3,LOAN_SERVICING
LN-502837,APP-203071,CUST-100360,Auto,Auto Standard,2024-09-02,2024-09-04,46737.11,0.0831,46,True,Vehicle,2,R4,LOAN_SERVICING
LN-503321,APP-203601,CUST-106894,Credit Card,Credit Card Standard,2024-09-02,2024-09-03,12118.9,0.2192,0,False,None,8,R2,LOAN_SERVICING
LN-503588,APP-203891,CUST-107665,Personal,Personal Standard,2024-09-02,2024-09-02,8939.2,0.1885,55,False,None,13,R3,LOAN_SERVICING
LN-505555,APP-206037,CUST-103941,Auto,Auto Standard,2024-09-02,2024-09-04,32321.21,0.0767,55,True,Vehicle,8,R1,LOAN_SERVICING
LN-505710,APP-206207,CUST-104577,Credit Card,Credit Card Standard,2024-09-02,2024-09-04,18441.9,0.1762,0,False,None,5,R6,LOAN_SERVICING
LN-507266,APP-207886,CUST-101093,Personal,Personal Standard,2024-09-02,2024-09-03,3787.66,0.1836,22,False,None,2,R4,LOAN_SERVICING
LN-507510,APP-208160,CUST-102103,Credit Card,Credit Card Standard,2024-09-02,2024-09-02,22170.9,0.1571,0,False,None,4,R3,LOAN_SERVICING
LN-507666,APP-208322,CUST-104761,Personal,Personal Standard,2024-09-02,2024-09-03,20734.29,0.2131,32,False,None,28,R1,LOAN_SERVICING
LN-507836,APP-208502,CUST-103257,Credit Card,Credit Card Standard,2024-09-02,2024-09-03,2529.28,0.2271,0,False,None,23,R4,LOAN_SERVICING
LN-508039,APP-208718,CUST-103821,Auto,Auto Standard,2024-09-02,2024-09-02,49160.57,0.0815,60,True,Vehicle,13,R3,LOAN_SERVICING
LN-508128,APP-208816,CUST-104814,Auto,Auto Standard,2024-09-02,2024-09-02,50034.27,0.0992,41,True,Vehicle,14,R4,LOAN_SERVICING
LN-508230,APP-208925,CUST-104817,Credit Card,Credit Card Standard,2024-09-02,2024-09-03,20896.29,0.2209,0,False,None,5,R5,LOAN_SERVICING
LN-509142,APP-209915,CUST-102265,Auto,Auto Standard,2024-09-02,2024-09-02,8483.49,0.109,62,True,Vehicle,7,R6,LOAN_SERVICING
LN-509637,APP-210453,CUST-104695,Credit Card,Credit Card Standard,2024-09-02,2024-09-03,12416.3,0.185,0,False,None,9,R4,LOAN_SERVICING
