customer_id,file_date,source_updated_at,fico_score,risk_band_code,is_late_arrival,source_system
CUST-105200,2025-03-03,2025-03-14,587,R6,True,CREDIT_BUREAU
CUST-102292,2025-03-03,2025-03-14,633,R5,True,CREDIT_BUREAU
CUST-105377,2025-03-03,2025-03-14,450,R7,True,CREDIT_BUREAU
CUST-102662,2025-03-03,2025-03-14,728,R3,True,CREDIT_BUREAU
CUST-100396,2025-03-03,2025-03-14,665,R4,True,CREDIT_BUREAU
CUST-100677,2025-03-03,2025-03-14,581,R6,True,CREDIT_BUREAU
CUST-104970,2025-03-03,2025-03-14,724,R3,True,CREDIT_BUREAU
CUST-101527,2025-03-03,2025-03-14,798,R1,True,CREDIT_BUREAU
CUST-101148,2025-03-03,2025-03-14,623,R5,True,CREDIT_BUREAU
CUST-102560,2025-03-03,2025-03-14,441,R7,True,CREDIT_BUREAU
CUST-102088,2025-03-03,2025-03-14,770,R2,True,CREDIT_BUREAU
CUST-104097,2025-03-03,2025-03-14,721,R3,True,CREDIT_BUREAU
CUST-107934,2025-03-03,2025-03-14,650,R5,True,CREDIT_BUREAU
CUST-102073,2025-03-03,2025-03-14,608,R6,True,CREDIT_BUREAU
CUST-107394,2025-03-03,2025-03-14,723,R3,True,CREDIT_BUREAU
CUST-103114,2025-03-03,2025-03-14,635,R5,True,CREDIT_BUREAU
CUST-105754,2025-03-03,2025-03-14,709,R3,True,CREDIT_BUREAU
CUST-100229,2025-03-03,2025-03-14,597,R6,True,CREDIT_BUREAU
CUST-105672,2025-03-03,2025-03-14,609,R6,True,CREDIT_BUREAU
CUST-102830,2025-03-03,2025-03-14,731,R3,True,CREDIT_BUREAU
CUST-105136,2025-03-03,2025-03-14,703,R3,True,CREDIT_BUREAU
CUST-103237,2025-03-03,2025-03-14,658,R5,True,CREDIT_BUREAU
CUST-102783,2025-03-03,2025-03-14,717,R3,True,CREDIT_BUREAU
CUST-106676,2025-03-03,2025-03-14,725,R3,True,CREDIT_BUREAU
CUST-102192,2025-03-03,2025-03-14,638,R5,True,CREDIT_BUREAU
CUST-103256,2025-03-03,2025-03-14,658,R5,True,CREDIT_BUREAU
CUST-101556,2025-03-03,2025-03-14,648,R5,True,CREDIT_BUREAU
CUST-107144,2025-03-03,2025-03-14,775,R2,True,CREDIT_BUREAU
CUST-102236,2025-03-03,2025-03-14,645,R5,True,CREDIT_BUREAU
CUST-104767,2025-03-03,2025-03-14,734,R3,True,CREDIT_BUREAU
CUST-100928,2025-03-03,2025-03-14,765,R2,True,CREDIT_BUREAU
CUST-100660,2025-03-03,2025-03-14,738,R3,True,CREDIT_BUREAU
CUST-106781,2025-03-03,2025-03-14,729,R3,True,CREDIT_BUREAU
CUST-106029,2025-03-03,2025-03-14,767,R2,True,CREDIT_BUREAU
CUST-100382,2025-03-03,2025-03-14,749,R2,True,CREDIT_BUREAU
CUST-107538,2025-03-03,2025-03-14,580,R6,True,CREDIT_BUREAU
CUST-100930,2025-03-03,2025-03-14,724,R3,True,CREDIT_BUREAU
CUST-102892,2025-03-03,2025-03-14,675,R4,True,CREDIT_BUREAU
CUST-100987,2025-03-03,2025-03-14,756,R2,True,CREDIT_BUREAU
CUST-104761,2025-03-03,2025-03-14,807,R1,True,CREDIT_BUREAU
CUST-104669,2025-03-03,2025-03-14,703,R3,True,CREDIT_BUREAU
CUST-105465,2025-03-03,2025-03-14,699,R4,True,CREDIT_BUREAU
CUST-102370,2025-03-03,2025-03-14,691,R4,True,CREDIT_BUREAU
CUST-100327,2025-03-03,2025-03-14,753,R2,True,CREDIT_BUREAU
CUST-101828,2025-03-03,2025-03-14,766,R2,True,CREDIT_BUREAU
CUST-103356,2025-03-03,2025-03-14,767,R2,True,CREDIT_BUREAU
CUST-102308,2025-03-03,2025-03-14,734,R3,True,CREDIT_BUREAU
CUST-101670,2025-03-03,2025-03-14,584,R6,True,CREDIT_BUREAU
CUST-100421,2025-03-03,2025-03-14,578,R7,True,CREDIT_BUREAU
CUST-100957,2025-03-03,2025-03-14,717,R3,True,CREDIT_BUREAU
CUST-102430,2025-03-03,2025-03-14,647,R5,True,CREDIT_BUREAU
CUST-104191,2025-03-03,2025-03-14,637,R5,True,CREDIT_BUREAU
CUST-104373,2025-03-03,2025-03-14,834,R1,True,CREDIT_BUREAU
