application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200181,CUST-105832,Credit Card,783.13,R4,2024-05-28,Approved,2024-05-31,RISK_ENGINE
APP-200287,CUST-105404,Personal,15152.59,R3,2024-05-28,Approved,2024-06-01,RISK_ENGINE
APP-200326,CUST-106100,Auto,8732.34,R1,2024-05-28,Approved,2024-06-01,RISK_ENGINE
APP-200668,CUST-107791,Auto,49542.62,R2,2024-05-28,Approved,2024-05-30,RISK_ENGINE
APP-201346,CUST-102388,Auto,48478.7,R4,2024-05-28,Approved,2024-05-29,RISK_ENGINE
APP-201457,CUST-102489,Auto,20113.45,R1,2024-05-28,Declined,2024-05-30,RISK_ENGINE
APP-202127,CUST-107000,Personal,21315.02,R2,2024-05-28,Approved,2024-05-29,RISK_ENGINE
APP-202786,CUST-104520,Personal,11071.35,R1,2024-05-28,Approved,2024-05-29,RISK_ENGINE
APP-202789,CUST-103223,HELOC,88870.15,R1,2024-05-28,Approved,2024-05-29,RISK_ENGINE
APP-203105,CUST-100872,Auto,36649.25,R4,2024-05-28,Approved,2024-05-29,RISK_ENGINE
APP-203672,CUST-105536,Auto,51215.71,R5,2024-05-28,Approved,2024-05-29,RISK_ENGINE
APP-204041,CUST-104601,Auto,48312.46,R5,2024-05-28,Approved,2024-06-01,RISK_ENGINE
APP-204504,CUST-102000,Auto,13689.95,R3,2024-05-28,Approved,2024-06-01,RISK_ENGINE
APP-204706,CUST-105605,Credit Card,15696.96,R3,2024-05-28,Approved,2024-05-31,RISK_ENGINE
APP-205483,CUST-101372,Personal,27526.13,R3,2024-05-28,Approved,2024-05-31,RISK_ENGINE
APP-206045,CUST-102600,Personal,27494.39,R2,2024-05-28,Approved,2024-05-30,RISK_ENGINE
APP-208799,CUST-105178,Personal,6197.01,R1,2024-05-28,Approved,2024-05-29,RISK_ENGINE
APP-208904,CUST-100106,Auto,42287.85,R5,2024-05-28,Approved,2024-05-29,RISK_ENGINE
APP-209484,CUST-107230,Auto,50077.09,R5,2024-05-28,Approved,2024-05-31,RISK_ENGINE
APP-210266,CUST-104159,Personal,34818.51,R4,2024-05-28,Approved,2024-05-31,RISK_ENGINE
APP-210730,CUST-103814,Personal,21225.88,R3,2024-05-28,Approved,2024-05-29,RISK_ENGINE
