application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200071,CUST-105071,Credit Card,14786.44,R4,2025-01-09,Approved,2025-01-11,RISK_ENGINE
APP-201009,CUST-103734,Personal,12512.42,R1,2025-01-09,Approved,2025-01-10,RISK_ENGINE
APP-201035,CUST-101013,Auto,10737.83,R2,2025-01-09,Approved,2025-01-12,RISK_ENGINE
APP-201287,CUST-101915,Credit Card,13291.56,R3,2025-01-09,Approved,2025-01-12,RISK_ENGINE
APP-201394,CUST-104196,Auto,45098.91,R4,2025-01-09,Approved,2025-01-12,RISK_ENGINE
APP-201494,CUST-102245,Auto,42726.03,R3,2025-01-09,Declined,2025-01-10,RISK_ENGINE
APP-201503,CUST-101662,HELOC,96644.62,R2,2025-01-09,Approved,2025-01-10,RISK_ENGINE
APP-201548,CUST-100849,Auto,10165.32,R1,2025-01-09,Approved,2025-01-11,RISK_ENGINE
APP-201649,CUST-107022,Auto,45800.83,R3,2025-01-09,Approved,2025-01-10,RISK_ENGINE
APP-202199,CUST-101965,Personal,20875.53,R5,2025-01-09,Approved,2025-01-11,RISK_ENGINE
APP-202874,CUST-106628,Personal,24974.94,R3,2025-01-09,Approved,2025-01-12,RISK_ENGINE
APP-202939,CUST-104538,HELOC,72318.93,R5,2025-01-09,Approved,2025-01-10,RISK_ENGINE
APP-203029,CUST-104283,Auto,24864.77,R1,2025-01-09,Approved,2025-01-13,RISK_ENGINE
APP-203284,CUST-101552,Personal,7005.42,R4,2025-01-09,Approved,2025-01-10,RISK_ENGINE
APP-204382,CUST-102131,Auto,54726.55,R1,2025-01-09,Approved,2025-01-13,RISK_ENGINE
APP-205975,CUST-107743,Auto,21679.21,R4,2025-01-09,Approved,2025-01-11,RISK_ENGINE
APP-206505,CUST-107464,Credit Card,5615.73,R7,2025-01-09,Approved,2025-01-10,RISK_ENGINE
APP-207974,CUST-104608,Auto,21317.54,R3,2025-01-09,Approved,2025-01-12,RISK_ENGINE
APP-208067,CUST-104902,Auto,43487.35,R4,2025-01-09,Approved,2025-01-13,RISK_ENGINE
APP-209065,CUST-100872,Personal,15691.26,R3,2025-01-09,Approved,2025-01-10,RISK_ENGINE
APP-209524,CUST-107972,Auto,19237.28,R4,2025-01-09,Approved,2025-01-11,RISK_ENGINE
APP-210012,CUST-107245,Auto,15797.88,R2,2025-01-09,Approved,2025-01-12,RISK_ENGINE
