payment_id,loan_id,customer_id,payment_date,payment_amount,scheduled_amount,payment_type,payment_method,payment_status,is_reversal_flag,nsf_flag,original_payment_id,effective_date,ingestion_date,is_late_arrival,is_corrupt_record
PMT-9018756,LN-504324,CUST-102704,2025-03-18,383.78,383.78,Scheduled,Debit Card,Posted,False,False,,2025-03-18,2025-03-28,True,False
PMT-9019331,LN-500056,CUST-102636,2025-03-20,1030.76,1030.76,Scheduled,Debit Card,Posted,False,False,,2025-03-20,2025-03-28,True,False
PMT-9019384,LN-504300,CUST-100754,2025-03-21,698.84,698.84,Scheduled,Check,Posted,False,False,,2025-03-21,2025-03-28,True,False
PMT-9019523,LN-505838,CUST-102456,2025-03-21,746.99,746.99,Scheduled,ACH,Posted,False,False,,2025-03-21,2025-03-28,True,False
PMT-9019647,LN-504632,CUST-107164,2025-03-22,814.08,814.08,Scheduled,ACH,Posted,False,False,,2025-03-22,2025-03-28,True,False
PMT-9020509,LN-508758,CUST-106242,2025-03-25,1065.62,532.81,Scheduled,ACH,Posted,False,False,,2025-03-25,2025-03-28,True,False
PMT-9020638,LN-506966,CUST-105621,2025-03-25,937.81,937.81,Scheduled,Cash,Posted,False,False,,2025-03-25,2025-03-28,True,False
PMT-9020740,LN-502365,CUST-104616,2025-03-26,833.98,833.98,Scheduled,ACH,Posted,False,False,,2025-03-26,2025-03-28,True,False
PMT-9021206,LN-508445,CUST-103119,2025-03-28,737.22,737.22,Scheduled,ACH,Posted,False,False,,2025-03-28,2025-03-28,False,False
PMT-9021207,LN-507685,CUST-102386,2025-03-28,418.2,418.2,Scheduled,ACH,Posted,False,False,,2025-03-28,2025-03-28,False,False
PMT-9021208,LN-506571,CUST-103791,2025-03-28,1684.15,1684.15,Scheduled,Check,Posted,False,False,,2025-03-28,2025-03-28,False,False
PMT-9021209,LN-506532,CUST-107795,2025-03-28,212.83,212.83,Scheduled,Wire,Posted,False,False,,2025-03-28,2025-03-28,False,False
PMT-9021210,LN-505110,CUST-101818,2025-03-28,795.95,795.95,Scheduled,ACH,Posted,False,False,,2025-03-28,2025-03-28,False,False
PMT-9021211,LN-502444,CUST-105076,2025-03-28,679.8,679.8,Scheduled,Check,Posted,False,False,,2025-03-28,2025-03-28,False,False
PMT-9021212,LN-506966,CUST-105621,2025-03-28,188.55,0.0,Extra,Check,Posted,False,False,,2025-03-28,2025-03-28,False,False
PMT-9021213,LN-505398,CUST-104243,2025-03-28,360.43,360.43,Scheduled,Check,Posted,False,False,,2025-03-28,2025-03-28,False,False
PMT-9021214,LN-505401,CUST-102677,2025-03-28,198.35,198.35,Scheduled,Debit Card,Posted,False,False,,2025-03-28,2025-03-28,False,False
PMT-9021215,LN-502004,CUST-106179,2025-03-28,726.24,726.24,Scheduled,ACH,Posted,False,False,,2025-03-28,2025-03-28,False,False
PMT-9021216,LN-502160,CUST-103971,2025-03-28,214.25,214.25,Scheduled,ACH,Posted,False,False,,2025-03-28,2025-03-28,False,False
PMT-9021217,LN-502445,CUST-106249,2025-03-28,652.27,652.27,Scheduled,ACH,Posted,False,False,,2025-03-28,2025-03-28,False,False
PMT-9021218,LN-509408,CUST-106128,2025-03-28,279.44,0.0,Extra,ACH,Posted,False,False,,2025-03-28,2025-03-28,False,False
PMT-9021219,LN-505363,CUST-101770,2025-03-28,1071.07,1071.07,Scheduled,Check,Posted,False,False,,2025-03-28,2025-03-28,False,False
