ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700011,LN-500175,CUST-101728,CTC-60000095,COL-1056,2025-05-22,2025-06-03,51.09,Kept,51.09,2025-05-27
PTP-700177,LN-503385,CUST-105536,CTC-60001716,COL-1116,2025-05-22,2025-05-26,50.0,Broken,0.0,
PTP-700226,LN-504464,CUST-105947,CTC-60002279,COL-1067,2025-05-22,2025-05-30,119.16,Broken,0.0,
PTP-700325,LN-506325,CUST-102801,CTC-60003174,COL-1114,2025-05-22,2025-05-24,50.0,Partial,26.83,2025-05-24
PTP-700401,LN-507730,CUST-105904,CTC-60003901,COL-1104,2025-05-22,2025-06-03,99.87,Kept,99.87,2025-06-05
PTP-700475,LN-509166,CUST-100119,CTC-60004593,COL-1089,2025-05-22,2025-05-25,50.0,Kept,50.0,2025-05-27
PTP-700552,LN-500345,CUST-101427,CTC-60005229,COL-1048,2025-05-22,2025-05-30,127.5,Kept,127.5,2025-05-27
PTP-700573,LN-500917,CUST-106385,CTC-60005408,COL-1115,2025-05-22,2025-05-24,177.9,Partial,121.44,2025-05-24
PTP-700679,LN-503854,CUST-107149,CTC-60006533,COL-1046,2025-05-22,2025-05-28,217.38,Kept,217.38,2025-05-26
PTP-700760,LN-505946,CUST-105106,CTC-60007310,COL-1048,2025-05-22,2025-06-02,256.66,Broken,0.0,
PTP-701051,LN-504710,CUST-104389,CTC-60010326,COL-1086,2025-05-22,2025-05-30,271.38,Partial,69.26,2025-05-30
PTP-701416,LN-503787,CUST-107524,CTC-60013915,COL-1092,2025-05-22,2025-05-24,941.03,Kept,941.03,2025-05-24
PTP-701685,LN-508011,CUST-100605,CTC-60016479,COL-1113,2025-05-22,2025-06-01,717.92,Partial,358.23,2025-06-01
PTP-701836,LN-503385,CUST-105536,CTC-60001716,COL-1116,2025-05-22,2025-05-31,50.0,Kept,50.0,2025-05-22
