ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700130,LN-502629,CUST-101276,CTC-60001326,COL-1090,2025-06-10,2025-06-24,154.78,Broken,0.0,
PTP-700140,LN-502745,CUST-101009,CTC-60001401,COL-1089,2025-06-10,2025-06-16,50.0,Kept,50.0,2025-06-14
PTP-700302,LN-505899,CUST-100533,CTC-60002974,COL-1085,2025-06-10,2025-06-24,50.0,Kept,50.0,2025-06-16
PTP-700420,LN-508125,CUST-104849,CTC-60004097,COL-1089,2025-06-10,2025-06-20,93.81,Kept,93.81,2025-06-14
PTP-700425,LN-508180,CUST-105605,CTC-60004127,COL-1067,2025-06-10,2025-06-21,162.94,Kept,162.94,2025-06-10
PTP-700534,LN-500006,CUST-104241,CTC-60005088,COL-1074,2025-06-10,2025-06-19,268.82,Broken,0.0,
PTP-700569,LN-500767,CUST-102002,CTC-60005374,COL-1070,2025-06-10,2025-06-18,162.64,Partial,71.93,2025-06-18
PTP-700742,LN-505665,CUST-104813,CTC-60007190,COL-1043,2025-06-10,2025-06-12,229.51,Partial,82.36,2025-06-12
PTP-701209,LN-500019,CUST-105349,CTC-60011882,COL-1088,2025-06-10,2025-06-24,393.2,Kept,393.2,2025-06-26
PTP-701237,LN-500715,CUST-107753,CTC-60012153,COL-1106,2025-06-10,2025-06-19,516.63,Kept,516.63,2025-06-18
PTP-701319,LN-502195,CUST-105988,CTC-60012932,COL-1011,2025-06-10,2025-06-23,575.0,Partial,176.11,2025-06-23
PTP-701674,LN-507899,CUST-102292,CTC-60016364,COL-1036,2025-06-10,2025-06-24,1833.61,Kept,1833.61,2025-06-12
PTP-701834,LN-508125,CUST-104849,CTC-60004097,COL-1089,2025-06-10,2025-06-16,104.95,Broken,0.0,
