application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200078,CUST-103945,Personal,8778.97,R3,2025-05-23,Approved,2025-05-27,RISK_ENGINE
APP-200536,CUST-104100,Personal,23348.08,R7,2025-05-23,Approved,2025-05-27,RISK_ENGINE
APP-200548,CUST-101877,Personal,20198.4,R1,2025-05-23,Approved,2025-05-24,RISK_ENGINE
APP-200558,CUST-105386,Auto,25980.96,R4,2025-05-23,Approved,2025-05-25,RISK_ENGINE
APP-201374,CUST-105562,HELOC,101359.91,R2,2025-05-23,Approved,2025-05-25,RISK_ENGINE
APP-203829,CUST-103354,Auto,28990.31,R3,2025-05-23,Approved,2025-05-24,RISK_ENGINE
APP-204082,CUST-101275,Mortgage,648637.03,R5,2025-05-23,Approved,2025-05-27,RISK_ENGINE
APP-204522,CUST-101108,Credit Card,13807.82,R1,2025-05-23,Approved,2025-05-27,RISK_ENGINE
APP-204834,CUST-107355,Auto,47066.99,R3,2025-05-23,Approved,2025-05-24,RISK_ENGINE
APP-204933,CUST-102783,Auto,49994.61,R3,2025-05-23,Approved,2025-05-26,RISK_ENGINE
APP-205160,CUST-106668,Personal,31547.72,R3,2025-05-23,Approved,2025-05-25,RISK_ENGINE
APP-205943,CUST-100792,Auto,42423.41,R4,2025-05-23,Approved,2025-05-24,RISK_ENGINE
APP-206229,CUST-101947,Credit Card,4991.75,R7,2025-05-23,Approved,2025-05-26,RISK_ENGINE
APP-206396,CUST-103186,HELOC,51934.01,R3,2025-05-23,Declined,2025-05-25,RISK_ENGINE
APP-206921,CUST-102280,Auto,51159.12,R3,2025-05-23,Approved,2025-05-25,RISK_ENGINE
APP-208062,CUST-102436,Auto,12678.29,R5,2025-05-23,Approved,2025-05-27,RISK_ENGINE
APP-208099,CUST-106134,HELOC,83335.34,R3,2025-05-23,Approved,2025-05-26,RISK_ENGINE
APP-208303,CUST-105650,Credit Card,24888.22,R3,2025-05-23,Approved,2025-05-24,RISK_ENGINE
APP-208417,CUST-107737,Auto,16453.11,R5,2025-05-23,Approved,2025-05-27,RISK_ENGINE
APP-208494,CUST-105857,Personal,24380.89,R1,2025-05-23,Approved,2025-05-26,RISK_ENGINE
APP-208572,CUST-105498,Auto,37412.49,R3,2025-05-23,Approved,2025-05-27,RISK_ENGINE
APP-208801,CUST-104685,Personal,9517.29,R3,2025-05-23,Approved,2025-05-24,RISK_ENGINE
APP-209092,CUST-104368,Auto,18930.6,R6,2025-05-23,Approved,2025-05-26,RISK_ENGINE
APP-209170,CUST-107091,Auto,53306.25,R3,2025-05-23,Approved,2025-05-24,RISK_ENGINE
APP-209265,CUST-104475,Auto,44951.58,R5,2025-05-23,Approved,2025-05-27,RISK_ENGINE
APP-209288,CUST-103259,Credit Card,11925.17,R4,2025-05-23,Approved,2025-05-24,RISK_ENGINE
