loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500687,APP-200736,CUST-100585,Credit Card,Credit Card Standard,2024-09-14,2024-09-16,23007.93,0.196,0,False,None,3,R3,LOAN_SERVICING
LN-500755,APP-200809,CUST-105309,Auto,Auto Standard,2024-09-14,2024-09-14,19805.38,0.1093,63,True,Vehicle,6,R3,LOAN_SERVICING
LN-500811,APP-200871,CUST-102615,HELOC,HELOC Standard,2024-09-14,2024-09-15,63578.88,0.0609,144,True,Real Estate,2,R6,LOAN_SERVICING
LN-501102,APP-201179,CUST-103296,Auto,Auto Standard,2024-09-14,2024-09-16,44779.02,0.0757,36,True,Vehicle,16,R6,LOAN_SERVICING
LN-502083,APP-202253,CUST-107934,Personal,Personal Standard,2024-09-14,2024-09-16,21191.84,0.1473,30,False,None,16,R5,LOAN_SERVICING
LN-502257,APP-202441,CUST-100275,Credit Card,Credit Card Standard,2024-09-14,2024-09-16,15918.3,0.2494,0,False,None,9,R5,LOAN_SERVICING
LN-502689,APP-202914,CUST-102321,Personal,Personal Standard,2024-09-14,2024-09-14,30511.2,0.1301,31,False,None,8,R5,LOAN_SERVICING
LN-503145,APP-203409,CUST-105813,Personal,Personal Standard,2024-09-14,2024-09-15,21539.68,0.1094,25,False,None,12,R5,LOAN_SERVICING
LN-503236,APP-203509,CUST-102123,Mortgage,Mortgage Standard,2024-09-14,2024-09-16,644611.66,0.0712,315,True,Real Estate,12,R3,LOAN_SERVICING
LN-503320,APP-203600,CUST-105987,Credit Card,Credit Card Standard,2024-09-14,2024-09-15,22560.81,0.2479,0,False,None,16,R3,LOAN_SERVICING
LN-503332,APP-203613,CUST-103077,Auto,Auto Standard,2024-09-14,2024-09-16,36730.54,0.0909,41,True,Vehicle,28,R6,LOAN_SERVICING
LN-503418,APP-203708,CUST-104056,Personal,Personal Standard,2024-09-14,2024-09-16,20327.57,0.1518,51,False,None,8,R6,LOAN_SERVICING
LN-504917,APP-205331,CUST-104167,Personal,Personal Standard,2024-09-14,2024-09-14,5805.15,0.2049,55,False,None,1,R6,LOAN_SERVICING
LN-505246,APP-205699,CUST-105055,Personal,Personal Standard,2024-09-14,2024-09-14,18565.35,0.1216,24,False,None,13,R3,LOAN_SERVICING
LN-505541,APP-206021,CUST-104988,Personal,Personal Standard,2024-09-14,2024-09-14,25887.26,0.1422,15,False,None,5,R2,LOAN_SERVICING
LN-506207,APP-206742,CUST-107488,Personal,Personal Standard,2024-09-14,2024-09-15,11039.74,0.1266,42,False,None,18,R5,LOAN_SERVICING
LN-507550,APP-208202,CUST-105690,Credit Card,Credit Card Standard,2024-09-14,2024-09-16,3414.74,0.2212,0,False,None,1,R6,LOAN_SERVICING
LN-508504,APP-209226,CUST-105974,Mortgage,Mortgage Standard,2024-09-14,2024-09-15,624014.52,0.0698,206,True,Real Estate,24,R4,LOAN_SERVICING
LN-508701,APP-209442,CUST-105227,Credit Card,Credit Card Standard,2024-09-14,2024-09-14,23005.25,0.1582,0,False,None,5,R1,LOAN_SERVICING
LN-508896,APP-209646,CUST-102914,Auto,Auto Standard,2024-09-14,2024-09-15,20322.18,0.0934,60,True,Vehicle,20,R3,LOAN_SERVICING
