ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700028,LN-500434,CUST-105474,CTC-60000258,COL-1079,2025-06-18,2025-06-20,69.82,Partial,17.43,2025-06-20
PTP-700032,LN-500550,CUST-103803,CTC-60000310,COL-1114,2025-06-18,2025-06-22,50.0,Kept,50.0,2025-06-22
PTP-700037,LN-500628,CUST-103504,CTC-60000353,COL-1104,2025-06-18,2025-06-30,164.75,Broken,0.0,
PTP-700180,LN-503455,CUST-104995,CTC-60001763,COL-1069,2025-06-18,2025-06-24,95.84,Kept,95.84,2025-06-24
PTP-700357,LN-506925,CUST-103772,CTC-60003496,COL-1104,2025-06-18,2025-06-29,51.06,Kept,51.06,2025-06-25
PTP-700540,LN-500141,CUST-102791,CTC-60005121,COL-1009,2025-06-18,2025-06-21,360.44,Partial,175.34,2025-06-21
PTP-700810,LN-507711,CUST-107648,CTC-60007898,COL-1074,2025-06-18,2025-06-30,416.5,Partial,181.72,2025-06-30
PTP-701166,LN-508772,CUST-106653,CTC-60011474,COL-1051,2025-06-18,2025-06-21,517.06,Partial,261.72,2025-06-21
PTP-701232,LN-500629,CUST-103976,CTC-60012104,COL-1108,2025-06-18,2025-07-01,1383.19,Kept,1383.19,2025-06-23
PTP-701539,LN-505644,CUST-107805,CTC-60014982,COL-1083,2025-06-18,2025-06-30,745.53,Kept,745.53,2025-07-01
