application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200116,CUST-107381,Auto,37406.46,R1,2024-01-03,Approved,2024-01-04,RISK_ENGINE
APP-200730,CUST-104514,Mortgage,275279.25,R3,2024-01-03,Approved,2024-01-06,RISK_ENGINE
APP-200864,CUST-107848,Personal,33252.18,R3,2024-01-03,Approved,2024-01-05,RISK_ENGINE
APP-201807,CUST-101172,Auto,24533.28,R4,2024-01-03,Declined,2024-01-04,RISK_ENGINE
APP-202117,CUST-107700,Personal,34735.33,R1,2024-01-03,Approved,2024-01-04,RISK_ENGINE
APP-202309,CUST-103574,Credit Card,24295.82,R4,2024-01-03,Approved,2024-01-07,RISK_ENGINE
APP-202824,CUST-107345,Auto,19603.26,R1,2024-01-03,Approved,2024-01-05,RISK_ENGINE
APP-202949,CUST-100772,Auto,10937.1,R4,2024-01-03,Approved,2024-01-04,RISK_ENGINE
APP-203220,CUST-104211,Auto,52621.3,R5,2024-01-03,Approved,2024-01-05,RISK_ENGINE
APP-204050,CUST-100239,Personal,25664.11,R3,2024-01-03,Approved,2024-01-04,RISK_ENGINE
APP-204965,CUST-107570,Auto,26514.72,R3,2024-01-03,Approved,2024-01-07,RISK_ENGINE
APP-205589,CUST-101294,Credit Card,6821.09,R5,2024-01-03,Approved,2024-01-05,RISK_ENGINE
APP-206933,CUST-101724,Auto,51889.39,R5,2024-01-03,Approved,2024-01-07,RISK_ENGINE
APP-207136,CUST-107786,Credit Card,642.12,R4,2024-01-03,Approved,2024-01-04,RISK_ENGINE
APP-207430,CUST-101945,Auto,46600.07,R6,2024-01-03,Approved,2024-01-05,RISK_ENGINE
APP-208378,CUST-102415,Personal,18550.17,R1,2024-01-03,Approved,2024-01-04,RISK_ENGINE
APP-210001,CUST-107191,Auto,45769.84,R5,2024-01-03,Approved,2024-01-07,RISK_ENGINE
APP-210590,CUST-103634,Personal,34934.93,R1,2024-01-03,Approved,2024-01-06,RISK_ENGINE
APP-210667,CUST-105745,HELOC,88789.16,R5,2024-01-03,Approved,2024-01-07,RISK_ENGINE
APP-210673,CUST-102016,Personal,24852.48,R2,2024-01-03,Approved,2024-01-07,RISK_ENGINE
APP-210843,CUST-101634,Credit Card,15609.38,R6,2024-01-03,Approved,2024-01-06,RISK_ENGINE
APP-210845,CUST-101938,Personal,4530.3,R6,2024-01-03,Approved,2024-01-07,RISK_ENGINE
